instructText,count,trials_5.thisRepN,trials_5.thisTrialN,trials_5.thisN,trials_5.thisIndex,trials_6.thisRepN,trials_6.thisTrialN,trials_6.thisN,trials_6.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_8.thisRepN,trials_8.thisTrialN,trials_8.thisN,trials_8.thisIndex,story_list_block1,action_list_block1,story_list_block2,action_list_block2,key_resp_3.keys,key_resp_3.rt,key_resp_3.started,key_resp_3.stopped,text_13.started,text_13.stopped,text_23.started,text_23.stopped,text_43.started,text_43.stopped,key_resp_11.keys,key_resp_11.rt,key_resp_11.started,key_resp_11.stopped,text_44.started,text_44.stopped,text_53.started,text_53.stopped,image_10.started,image_10.stopped,text_22.started,text_22.stopped,recall,question1_answer,order of question,text_14.started,text_14.stopped,text_15.started,text_15.stopped,image_6.started,image_6.stopped,polygon_3.started,polygon_3.stopped,bottom_line_3.started,bottom_line_3.stopped,right_line_3.started,right_line_3.stopped,left_line_3.started,left_line_3.stopped,question2_answer,text_16.started,text_16.stopped,text_17.started,text_17.stopped,image_7.started,image_7.stopped,polygon_4.started,polygon_4.stopped,bottom_line_4.started,bottom_line_4.stopped,right_line_4.started,right_line_4.stopped,left_line_4.started,left_line_4.stopped,question3_answer,text_18.started,text_18.stopped,text_19.started,text_19.stopped,image_8.started,image_8.stopped,polygon_5.started,polygon_5.stopped,bottom_line_5.started,bottom_line_5.stopped,right_line_5.started,right_line_5.stopped,left_line_5.started,left_line_5.stopped,question4_answer,text_20.started,text_20.stopped,text_21.started,text_21.stopped,image_9.started,image_9.stopped,polygon_6.started,polygon_6.stopped,bottom_line_6.started,bottom_line_6.stopped,right_line_6.started,right_line_6.stopped,left_line_6.started,left_line_6.stopped,question5_answer,text_25.started,text_25.stopped,text_26.started,text_26.stopped,image_11.started,image_11.stopped,polygon_7.started,polygon_7.stopped,bottom_line_7.started,bottom_line_7.stopped,right_line_7.started,right_line_7.stopped,left_line_7.started,left_line_7.stopped,question6_answer,text_27.started,text_27.stopped,text_28.started,text_28.stopped,image_12.started,image_12.stopped,polygon_8.started,polygon_8.stopped,bottom_line_8.started,bottom_line_8.stopped,right_line_8.started,right_line_8.stopped,left_line_8.started,left_line_8.stopped,question7_answer,text_29.started,text_29.stopped,text_30.started,text_30.stopped,image_13.started,image_13.stopped,polygon_9.started,polygon_9.stopped,bottom_line_9.started,bottom_line_9.stopped,right_line_9.started,right_line_9.stopped,left_line_9.started,left_line_9.stopped,question8_answer,text_31.started,text_31.stopped,text_32.started,text_32.stopped,image_14.started,image_14.stopped,polygon_10.started,polygon_10.stopped,bottom_line_10.started,bottom_line_10.stopped,right_line_10.started,right_line_10.stopped,left_line_10.started,left_line_10.stopped,text_36.started,text_36.stopped,participant,sA,sB,lA,lB,block_struct,random_seed,date,expName,psychopyVersion,frameRate,
"In the final part of the experiment, please answer 8 questions about each story.",,0,0,0,0,,,,,,,,,,,,,[32 34 41 43 14 12 23 21],[4 2 1 3 3 1 2 4],[13 31 24 11 22 44 42 33],[3 4 2 1 4 3 1 2],space,41.36201265100044,7.530546266999863,None,7.530546266999863,None,7.530546266999863,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,092021,0,3,2,3,0,18,2021_Sep_20_1126,short_answer,3.2.4,60.35523157938189,
"We did not tell you to think of all or some of these questions during the story, but please do your best to answer them.",,0,1,1,1,,,,,,,,,,,,,,,,,space,6.254881181999735,48.94827939199968,None,48.94827939199968,None,48.94827939199968,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,092021,0,3,2,3,0,18,2021_Sep_20_1126,short_answer,3.2.4,60.35523157938189,
"Answer as much as you remember, and be specific and concrete in your answers. It is best to try to be as faithful as possible to what the story actually said.
",,0,2,2,2,,,,,,,,,,,,,,,,,space,7.704610594999849,55.24725846599995,None,55.24725846599995,None,55.24725846599995,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,092021,0,3,2,3,0,18,2021_Sep_20_1126,short_answer,3.2.4,60.35523157938189,
"When you have finished typing your answer, hit ‘return’ to submit your answer and move onto the next question. ",,0,3,3,3,,,,,,,,,,,,,,,,,space,5.203724026000145,62.997049240999786,None,62.997049240999786,None,62.997049240999786,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,092021,0,3,2,3,0,18,2021_Sep_20_1126,short_answer,3.2.4,60.35523157938189,
,0,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,68.2476598989997,None,space,26.789920317999986,68.2476598989997,None,68.2476598989997,None,68.2476598989997,None,95.1300153559996,None,95.1300153559996,None,Both are seated at business class,Jeff is seller of a winery company and william is a representant of a selling wine company ,"[1, 2]",97.14746837699977,None,97.14746837699977,None,97.14746837699977,None,97.14746837699977,None,97.14746837699977,None,97.14746837699977,None,97.14746837699977,None,800,214.36236625799984,None,214.36236625799984,None,214.36236625799984,None,214.36236625799984,None,214.36236625799984,None,214.36236625799984,None,214.36236625799984,None,,229.9287591059997,None,229.9287591059997,None,229.9287591059997,None,229.9287591059997,None,229.9287591059997,None,229.9287591059997,None,229.9287591059997,None,Hand shake,234.26277378399982,None,234.26277378399982,None,234.26277378399982,None,234.26277378399982,None,234.26277378399982,None,234.26277378399982,None,234.26277378399982,None,Three hours,243.87836245499966,None,243.87836245499966,None,243.87836245499966,None,243.87836245499966,None,243.87836245499966,None,243.87836245499966,None,243.87836245499966,None,,260.3450894289999,None,260.3450894289999,None,260.3450894289999,None,260.3450894289999,None,260.3450894289999,None,260.3450894289999,None,260.3450894289999,None,4,266.5617556399998,None,266.5617556399998,None,266.5617556399998,None,266.5617556399998,None,266.5617556399998,None,266.5617556399998,None,266.5617556399998,None,Both are seated at business class,271.74519096099993,None,271.74519096099993,None,271.74519096099993,None,271.74519096099993,None,271.74519096099993,None,271.74519096099993,None,271.74519096099993,None,,,092021,0,3,2,3,0,18,2021_Sep_20_1126,short_answer,3.2.4,60.35523157938189,
,0,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,092021,0,3,2,3,0,18,2021_Sep_20_1126,short_answer,3.2.4,60.35523157938189,
,1,,,,,0,1,1,1,0,0,0,0,,,,,,,,,,,,,,,,,292.59470642999986,None,space,2.546709945999737,292.59470642999986,None,292.59470642999986,None,292.59470642999986,None,295.17683671299983,None,295.17683671299983,None,Next monday a midterm ,Alma is ceo and founder and charlie is the president of a finance club,"[1, 2]",297.0438970209998,None,297.0438970209998,None,297.0438970209998,None,297.0438970209998,None,297.0438970209998,None,297.0438970209998,None,297.0438970209998,None,28000,326.6109108859996,None,326.6109108859996,None,326.6109108859996,None,326.6109108859996,None,326.6109108859996,None,326.6109108859996,None,326.6109108859996,None,,343.54414781399964,None,343.54414781399964,None,343.54414781399964,None,343.54414781399964,None,343.54414781399964,None,343.54414781399964,None,343.54414781399964,None,Hug,347.393343449,None,347.393343449,None,347.393343449,None,347.393343449,None,347.393343449,None,347.393343449,None,347.393343449,None,Medium size auditorium and modern,352.6609359019999,None,352.6609359019999,None,352.6609359019999,None,352.6609359019999,None,352.6609359019999,None,352.6609359019999,None,352.6609359019999,None,,374.07737061499984,None,374.07737061499984,None,374.07737061499984,None,374.07737061499984,None,374.07737061499984,None,374.07737061499984,None,374.07737061499984,None,,385.27729429899955,None,385.27729429899955,None,385.27729429899955,None,385.27729429899955,None,385.27729429899955,None,385.27729429899955,None,385.27729429899955,None,Next monday a midterm ,391.12767760199995,None,391.12767760199995,None,391.12767760199995,None,391.12767760199995,None,391.12767760199995,None,391.12767760199995,None,391.12767760199995,None,,,092021,0,3,2,3,0,18,2021_Sep_20_1126,short_answer,3.2.4,60.35523157938189,
,1,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,092021,0,3,2,3,0,18,2021_Sep_20_1126,short_answer,3.2.4,60.35523157938189,
,2,,,,,0,2,2,2,0,0,0,0,,,,,,,,,,,,,,,,,412.47592731099985,None,space,4.547348763999707,412.47592731099985,None,412.47592731099985,None,412.47592731099985,None,417.05993819399964,None,417.05993819399964,None,They really like it.,His phone,"[1, 2]",424.0267927089999,None,424.0267927089999,None,424.0267927089999,None,424.0267927089999,None,424.0267927089999,None,424.0267927089999,None,424.0267927089999,None,"If she was okay, concerned that she might have a concussion. to which she replied if he has been bitten by an escorpion, and he said no and she said being hit by the door is nothing compared  to being bitten by a door.",446.9266010209999,None,446.9266010209999,None,446.9266010209999,None,446.9266010209999,None,446.9266010209999,None,446.9266010209999,None,446.9266010209999,None,A concert and that same day night.,596.7243252559997,None,596.7243252559997,None,596.7243252559997,None,596.7243252559997,None,596.7243252559997,None,596.7243252559997,None,596.7243252559997,None,3 o'clock,622.8747895049996,None,622.8747895049996,None,622.8747895049996,None,622.8747895049996,None,622.8747895049996,None,622.8747895049996,None,622.8747895049996,None,Modern and hip,633.223766742,None,633.223766742,None,633.223766742,None,633.223766742,None,633.223766742,None,633.223766742,None,633.223766742,None,They nice,641.756209227,None,641.756209227,None,641.756209227,None,641.756209227,None,641.756209227,None,641.756209227,None,641.756209227,None,"Teresa order a salmon roll and japanese beer, and james orders veggie roll and tuna roll.",652.5735437019998,None,652.5735437019998,None,652.5735437019998,None,652.5735437019998,None,652.5735437019998,None,652.5735437019998,None,652.5735437019998,None,They really like it.,735.3552716229997,None,735.3552716229997,None,735.3552716229997,None,735.3552716229997,None,735.3552716229997,None,735.3552716229997,None,735.3552716229997,None,,,092021,0,3,2,3,0,18,2021_Sep_20_1126,short_answer,3.2.4,60.35523157938189,
,2,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,092021,0,3,2,3,0,18,2021_Sep_20_1126,short_answer,3.2.4,60.35523157938189,
