count,behav_recall_instructions.thisRepN,behav_recall_instructions.thisTrialN,behav_recall_instructions.thisN,behav_recall_instructions.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_20.thisRepN,trials_20.thisTrialN,trials_20.thisN,trials_20.thisIndex,trials_18.thisRepN,trials_18.thisTrialN,trials_18.thisN,trials_18.thisIndex,trials_19.thisRepN,trials_19.thisTrialN,trials_19.thisN,trials_19.thisIndex,trials_8.thisRepN,trials_8.thisTrialN,trials_8.thisN,trials_8.thisIndex,story_list_block2,action_list_block2,text_76.started,text_76.stopped,key_resp_30.keys,key_resp_30.rt,key_resp_30.started,key_resp_30.stopped,textTrigger.started,textTrigger.stopped,getTrigger.keys,getTrigger.rt,getTrigger.started,getTrigger.stopped,triggerTime,text_77.started,text_77.stopped,text_78.started,text_78.stopped,waitStart,image_23.started,image_23.stopped,waitEnd,text_41.started,text_41.stopped,key_resp_26.keys,key_resp_26.rt,key_resp_26.started,key_resp_26.stopped,text_42.started,text_42.stopped,text_51.started,text_51.stopped,recall_StartTime,recall_EndTime,image_20.started,image_20.stopped,text_75.started,text_75.stopped,recall_audio_2.filename,recall_audio_2.started,recall_audio_2.stopped,key_resp_27.keys,key_resp_27.rt,key_resp_27.started,key_resp_27.stopped,text_79.started,text_79.stopped,text_36.started,text_36.stopped,participant,sA,sB,lA,lB,block_struct,block,behavioral,random_seed,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[22 24 13 42 44 31 33 11],[4 4 3 1 1 2 2 3],10.919276443999934,None,space,0.9249426579999636,10.919276443999934,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100621,0,3,0,2,0,2,0,14,2021_Oct_06_1549,recall_fmri,3.2.4,60.07914069008447,
0,,,,,,,,,0,0,0,0,0,0,0,0,,,,,0,0,0,0,,,,,,,,,,,,,11.87255190399992,None,equal,22.383569200000238,11.87255190399992,None,23.363412383000195,11.87255190399992,None,11.87255190399992,None,0.0003605429997151077,34.28522682199991,None,6.004852022999785,40.30219012099997,None,space,2.714160783999887,40.30219012099997,None,40.30219012099997,None,40.30219012099997,None,8.750492076999763,9.220763221999732,43.10187090999989,None,43.10187090999989,None,/Users/columbiadpml/Documents/GitHub/ebs/fMRI experiment/psychopy code/data/100621_bk2_recall_fmri_wav/recall_audio_2-1633549804.089.wav,0.012581546499859542,None,space,0.38315265400024145,43.10187090999989,None,43.10187090999989,None,,,100621,0,3,0,2,0,2,0,14,2021_Oct_06_1549,recall_fmri,3.2.4,60.07914069008447,
0,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.223296846999801,43.50658351099992,None,15.221145867999894,,,,,,,,,,,,,,,,,,,,,,,,,,,,100621,0,3,0,2,0,2,0,14,2021_Oct_06_1549,recall_fmri,3.2.4,60.07914069008447,
1,,,,,,,,,0,0,0,0,0,1,1,1,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.50727850700014,None,space,0.6342055479999544,49.50727850700014,None,49.50727850700014,None,49.50727850700014,None,15.889320599999792,16.354161465999823,50.18535749300008,None,50.18535749300008,None,/Users/columbiadpml/Documents/GitHub/ebs/fMRI experiment/psychopy code/data/100621_bk2_recall_fmri_wav/recall_audio_2-1633549811.173.wav,0.0005055572996752744,None,space,0.4371341940000093,50.18535749300008,None,50.18535749300008,None,,,100621,0,3,0,2,0,2,0,14,2021_Oct_06_1549,recall_fmri,3.2.4,60.07914069008447,
1,,,,,,,,,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.35694283199973,50.639596067000184,None,22.366157202000068,,,,,,,,,,,,,,,,,,,,,,,,,,,,100621,0,3,0,2,0,2,0,14,2021_Oct_06_1549,recall_fmri,3.2.4,60.07914069008447,
2,,,,,,,,,0,0,0,0,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.368501746999755,56.65175630900012,None,28.38237111999979,,,,,,,,,,,,,,,,,,,,,,,,,,,,100621,0,3,0,2,0,2,0,14,2021_Oct_06_1549,recall_fmri,3.2.4,60.07914069008447,
3,,,,,,,,,0,0,0,0,0,3,3,3,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.66804585,None,space,0.7987673210000139,62.66804585,None,62.66804585,None,62.66804585,None,29.200404285999866,29.88838447499984,63.489636992000214,None,63.489636992000214,None,/Users/columbiadpml/Documents/GitHub/ebs/fMRI experiment/psychopy code/data/100621_bk2_recall_fmri_wav/recall_audio_2-1633549825.483.wav,0.0016834422999636445,None,space,0.6666363740000634,63.489636992000214,None,63.489636992000214,None,,,100621,0,3,0,2,0,2,0,14,2021_Oct_06_1549,recall_fmri,3.2.4,60.07914069008447,
3,,,,,,,,,0,0,0,0,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.892379094999797,64.17293734899977,None,35.88818294299972,,,,,,,,,,,,,,,,,,,,,,,,,,,,100621,0,3,0,2,0,2,0,14,2021_Oct_06_1549,recall_fmri,3.2.4,60.07914069008447,
4,,,,,,,,,0,0,0,0,0,4,4,4,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.18496812000012,None,2,2.7983985980004036,70.18496812000012,None,70.18496812000012,None,70.18496812000012,None,38.71708863899994,263.78889784600005,73.00640699799987,None,73.00640699799987,None,/Users/columbiadpml/Documents/GitHub/ebs/fMRI experiment/psychopy code/data/100621_bk2_recall_fmri_wav/recall_audio_2-1633549834.000.wav,0.0010761623002508713,None,7,225.04978045300004,73.00640699799987,None,73.00640699799987,None,,,100621,0,3,0,2,0,2,0,14,2021_Oct_06_1549,recall_fmri,3.2.4,60.07914069008447,
4,,,,,,,,,0,0,0,0,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,263.79259648900006,298.0731943709998,None,269.79632056699984,,,,,,,,,,,,,,,,,,,,,,,,,,,,100621,0,3,0,2,0,2,0,14,2021_Oct_06_1549,recall_fmri,3.2.4,60.07914069008447,
5,,,,,,,,,0,0,0,0,0,5,5,5,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,304.08181569199996,None,7,5.403446707000057,304.08181569199996,None,304.08181569199996,None,304.08181569199996,None,275.22319779500003,480.0597099339998,309.5239251170001,None,309.5239251170001,None,/Users/columbiadpml/Documents/GitHub/ebs/fMRI experiment/psychopy code/data/100621_bk2_recall_fmri_wav/recall_audio_2-1633550071.511.wav,0.013635642599638231,None,2,204.80238996200023,309.5239251170001,None,309.5239251170001,None,,,100621,0,3,0,2,0,2,0,14,2021_Oct_06_1549,recall_fmri,3.2.4,60.07914069008447,
5,,,,,,,,,0,0,0,0,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,480.0634785520001,514.3450466180002,None,486.0597279660001,,,,,,,,,,,,,,,,,,,,,,,,,,,,100621,0,3,0,2,0,2,0,14,2021_Oct_06_1549,recall_fmri,3.2.4,60.07914069008447,
6,,,,,,,,,0,0,0,0,0,6,6,6,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,520.3407363650003,None,2,4.160530457000277,520.3407363650003,None,520.3407363650003,None,520.3407363650003,None,490.24443332300007,779.1570537599996,524.5398588569997,None,524.5398588569997,None,/Users/columbiadpml/Documents/GitHub/ebs/fMRI experiment/psychopy code/data/100621_bk2_recall_fmri_wav/recall_audio_2-1633550286.532.wav,0.01341604660046869,None,2,288.87339587600036,524.5398588569997,None,524.5398588569997,None,,,100621,0,3,0,2,0,2,0,14,2021_Oct_06_1549,recall_fmri,3.2.4,60.07914069008447,
6,,,,,,,,,0,0,0,0,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,779.1619890019997,813.4416291759999,None,785.1570825579997,,,,,,,,,,,,,,,,,,,,,,,,,,,,100621,0,3,0,2,0,2,0,14,2021_Oct_06_1549,recall_fmri,3.2.4,60.07914069008447,
7,,,,,,,,,0,0,0,0,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,785.1624078179998,819.4416356669999,819.4416356669999,791.1560082239998,,,,,,,,,,,,,,,,,,,,,,,,,,,,100621,0,3,0,2,0,2,0,14,2021_Oct_06_1549,recall_fmri,3.2.4,60.07914069008447,
,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100621,0,3,0,2,0,2,0,14,2021_Oct_06_1549,recall_fmri,3.2.4,60.07914069008447,
,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,825.440890891,None,100621,0,3,0,2,0,2,0,14,2021_Oct_06_1549,recall_fmri,3.2.4,60.07914069008447,
,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,825.9406772499997,825.9406772499997,100621,0,3,0,2,0,2,0,14,2021_Oct_06_1549,recall_fmri,3.2.4,60.07914069008447,
