count,behav_recall_instructions.thisRepN,behav_recall_instructions.thisTrialN,behav_recall_instructions.thisN,behav_recall_instructions.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,trials_13.thisRepN,trials_13.thisTrialN,trials_13.thisN,trials_13.thisIndex,trials_17.thisRepN,trials_17.thisTrialN,trials_17.thisN,trials_17.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_8.thisRepN,trials_8.thisTrialN,trials_8.thisN,trials_8.thisIndex,story_list_block1,action_list_block1,text_76.started,text_76.stopped,key_resp_30.keys,key_resp_30.rt,key_resp_30.started,key_resp_30.stopped,textTrigger.started,textTrigger.stopped,getTrigger.keys,getTrigger.rt,getTrigger.started,getTrigger.stopped,triggerTime,text_77.started,text_77.stopped,text_78.started,text_78.stopped,waitStart,image_23.started,image_23.stopped,waitEnd,text_41.started,text_41.stopped,key_resp_26.keys,key_resp_26.rt,key_resp_26.started,key_resp_26.stopped,text_42.started,text_42.stopped,text_51.started,text_51.stopped,recall_StartTime,recall_EndTime,image_18.started,image_18.stopped,text_69.started,text_69.stopped,recall_audio.filename,recall_audio.started,recall_audio.stopped,key_resp_25.keys,key_resp_25.rt,key_resp_25.started,key_resp_25.stopped,text_80.started,text_80.stopped,text_36.started,text_36.stopped,participant,sA,sB,lA,lB,block_struct,block,behavioral,random_seed,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[42 13 11 22 31 33 24 44],[3 3 1 2 4 2 4 1],15.614453777999998,None,space,49.158787348999994,15.614453777999998,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,073021,0,3,1,2,1,1,0,32,2021_Jul_30_1306,recall_fmri,3.2.4,60.14932925106821,
0,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,64.799178634,None,equal,18.506953949999996,64.799178634,None,67.72870241,64.799178634,None,64.799178634,None,6.020529401999994,89.34851224700002,89.34851224700002,12.014733645000007,,,,,,,,,,,,,,,,,,,,,,,,,,,,073021,0,3,1,2,1,1,0,32,2021_Jul_30_1306,recall_fmri,3.2.4,60.14932925106821,
1,,,,,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.01688433199999,95.34918587899999,95.34918587899999,18.014926855,,,,,,,,,,,,,,,,,,,,,,,,,,,,073021,0,3,1,2,1,1,0,32,2021_Jul_30_1306,recall_fmri,3.2.4,60.14932925106821,
2,,,,,0,0,0,0,0,2,2,2,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.349270635,None,1,1.4217304049999768,101.349270635,None,101.349270635,None,101.349270635,None,19.46691985000001,85.84872712500002,102.89688454300001,None,102.89688454300001,None,/Users/columbiadpml/Documents/GitHub/ebs/fMRI experiment/psychopy code/data/073021_bk1_recall_fmri_wav/recall_audio-1627664870.880.wav,0.004488096399995811,None,2,66.26422329899998,102.89688454300001,None,102.89688454300001,None,,,073021,0,3,1,2,1,1,0,32,2021_Jul_30_1306,recall_fmri,3.2.4,60.14932925106821,
2,,,,,0,0,0,0,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.85376766099999,169.183084738,None,91.84858382000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,073021,0,3,1,2,1,1,0,32,2021_Jul_30_1306,recall_fmri,3.2.4,60.14932925106821,
3,,,,,0,0,0,0,0,3,3,3,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,175.18322834500003,None,2,1.0608632349999993,175.18322834500003,None,175.18322834500003,None,175.18322834500003,None,92.93316218,165.68219287600004,176.27824709700002,None,176.27824709700002,None,/Users/columbiadpml/Documents/GitHub/ebs/fMRI experiment/psychopy code/data/073021_bk1_recall_fmri_wav/recall_audio-1627664944.273.wav,0.010912701800009472,None,2,72.71176083899996,176.27824709700002,None,176.27824709700002,None,,,073021,0,3,1,2,1,1,0,32,2021_Jul_30_1306,recall_fmri,3.2.4,60.14932925106821,
3,,,,,0,0,0,0,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,165.68594663500005,249.01660358000004,None,171.69380729600005,,,,,,,,,,,,,,,,,,,,,,,,,,,,073021,0,3,1,2,1,1,0,32,2021_Jul_30_1306,recall_fmri,3.2.4,60.14932925106821,
4,,,,,0,0,0,0,0,4,4,4,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,255.027697704,None,2,0.8852332099999671,255.027697704,None,255.027697704,None,255.027697704,None,172.61138124400003,240.38240120900002,255.961366891,None,255.961366891,None,/Users/columbiadpml/Documents/GitHub/ebs/fMRI experiment/psychopy code/data/073021_bk1_recall_fmri_wav/recall_audio-1627665023.951.wav,0.011045482800000173,None,2,67.73571255400003,255.961366891,None,255.961366891,None,,,073021,0,3,1,2,1,1,0,32,2021_Jul_30_1306,recall_fmri,3.2.4,60.14932925106821,
4,,,,,0,0,0,0,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240.388090272,323.71596880100003,None,246.39216902500004,,,,,,,,,,,,,,,,,,,,,,,,,,,,073021,0,3,1,2,1,1,0,32,2021_Jul_30_1306,recall_fmri,3.2.4,60.14932925106821,
5,,,,,0,0,0,0,0,5,5,5,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,329.726934286,None,2,0.664123472999961,329.726934286,None,329.726934286,None,329.726934286,None,247.08333742300005,343.08206960300004,330.43276844900004,None,330.43276844900004,None,/Users/columbiadpml/Documents/GitHub/ebs/fMRI experiment/psychopy code/data/073021_bk1_recall_fmri_wav/recall_audio-1627665098.423.wav,0.010677261799969529,None,1,95.95224119400001,330.43276844900004,None,330.43276844900004,None,,,073021,0,3,1,2,1,1,0,32,2021_Jul_30_1306,recall_fmri,3.2.4,60.14932925106821,
