count,behav_recall_instructions.thisRepN,behav_recall_instructions.thisTrialN,behav_recall_instructions.thisN,behav_recall_instructions.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,trials_13.thisRepN,trials_13.thisTrialN,trials_13.thisN,trials_13.thisIndex,trials_17.thisRepN,trials_17.thisTrialN,trials_17.thisN,trials_17.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_8.thisRepN,trials_8.thisTrialN,trials_8.thisN,trials_8.thisIndex,story_list_block1,action_list_block1,text_76.started,text_76.stopped,key_resp_30.keys,key_resp_30.rt,key_resp_30.started,key_resp_30.stopped,textTrigger.started,textTrigger.stopped,getTrigger.keys,getTrigger.rt,getTrigger.started,getTrigger.stopped,triggerTime,text_77.started,text_77.stopped,text_78.started,text_78.stopped,text_81.started,text_81.stopped,text_82.started,text_82.stopped,waitStart,image_23.started,image_23.stopped,waitEnd,text_41.started,text_41.stopped,key_resp_26.keys,key_resp_26.rt,key_resp_26.started,key_resp_26.stopped,text_42.started,text_42.stopped,text_51.started,text_51.stopped,recall_StartTime,recall_EndTime,image_18.started,image_18.stopped,text_69.started,text_69.stopped,recall_audio.filename,recall_audio.started,recall_audio.stopped,key_resp_25.keys,key_resp_25.rt,key_resp_25.started,key_resp_25.stopped,text_80.started,text_80.stopped,text_36.started,text_36.stopped,participant,sA,sB,lA,lB,block_struct,block,behavioral,random_seed,part,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[41 32 43 23 34 14 12 21],[3 3 1 4 1 4 2 2],11.828689425999983,None,space,0.873705068000163,11.828689425999983,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,031722,2,3,0,1,0,1,0,62,2,2022_Mar_17_1355,recall_fmri,3.2.4,59.96549645275096,
3,,,,,0,0,0,0,0,0,0,0,,,,,0,0,0,0,,,,,,,,,,,,,,,,,12.728460149999592,None,equal,33.68779887299934,12.728460149999592,None,34.614962464999735,12.728460149999592,None,12.728460149999592,None,12.728460149999592,None,12.728460149999592,None,0.0006207719998201355,46.44578552999974,None,5.999545915999988,52.45480228300039,None,2,1.689452889999302,52.45480228300039,None,52.45480228300039,None,52.45480228300039,None,7.7173930240005575,69.24941506100004,54.25535143599973,None,54.25535143599973,None,/Users/columbiadpml/Documents/GitHub/ebs/fMRI experiment/psychopy code/data/031722_bk1_pt2_recall_fmri_wav/recall_audio-1647539802.236.wav,0.010484081200047513,None,2,61.40877151299992,54.25535143599973,None,54.25535143599973,None,,,031722,2,3,0,1,0,1,0,62,2,2022_Mar_17_1355,recall_fmri,3.2.4,59.96549645275096,
3,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.25311952900029,115.7047523150004,None,75.25816195400057,,,,,,,,,,,,,,,,,,,,,,,,,,,,031722,2,3,0,1,0,1,0,62,2,2022_Mar_17_1355,recall_fmri,3.2.4,59.96549645275096,
4,,,,,0,0,0,0,0,1,1,1,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121.70478077299958,None,2,1.0055530130002808,121.70478077299958,None,121.70478077299958,None,121.70478077299958,None,76.28357318400049,135.16623978999996,122.74598798399984,None,122.74598798399984,None,/Users/columbiadpml/Documents/GitHub/ebs/fMRI experiment/psychopy code/data/031722_bk1_pt2_recall_fmri_wav/recall_audio-1647539871.734.wav,0.01127567640014604,None,2,58.84427230399979,122.74598798399984,None,122.74598798399984,None,,,031722,2,3,0,1,0,1,0,62,2,2022_Mar_17_1355,recall_fmri,3.2.4,59.96549645275096,
4,,,,,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135.17012061100013,181.6195978120004,None,141.17408834300022,,,,,,,,,,,,,,,,,,,,,,,,,,,,031722,2,3,0,1,0,1,0,62,2,2022_Mar_17_1355,recall_fmri,3.2.4,59.96549645275096,
5,,,,,0,0,0,0,0,2,2,2,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,187.619669273,None,2,1.3926055729998552,187.619669273,None,187.619669273,None,187.619669273,None,142.58399977299996,184.5396316870001,189.04574962900006,None,189.04574962900006,None,/Users/columbiadpml/Documents/GitHub/ebs/fMRI experiment/psychopy code/data/031722_bk1_pt2_recall_fmri_wav/recall_audio-1647539937.034.wav,0.011813287399490946,None,2,41.903389965000315,189.04574962900006,None,189.04574962900006,None,,,031722,2,3,0,1,0,1,0,62,2,2022_Mar_17_1355,recall_fmri,3.2.4,59.96549645275096,
5,,,,,0,0,0,0,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,184.5427255200002,230.979084951,None,190.53970140900037,,,,,,,,,,,,,,,,,,,,,,,,,,,,031722,2,3,0,1,0,1,0,62,2,2022_Mar_17_1355,recall_fmri,3.2.4,59.96549645275096,
,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,031722,2,3,0,1,0,1,0,62,2,2022_Mar_17_1355,recall_fmri,3.2.4,59.96549645275096,
,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,236.9794137380004,None,031722,2,3,0,1,0,1,0,62,2,2022_Mar_17_1355,recall_fmri,3.2.4,59.96549645275096,
,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,237.48634119300004,237.48634119300004,031722,2,3,0,1,0,1,0,62,2,2022_Mar_17_1355,recall_fmri,3.2.4,59.96549645275096,
