count,behav_recall_instructions.thisRepN,behav_recall_instructions.thisTrialN,behav_recall_instructions.thisN,behav_recall_instructions.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_20.thisRepN,trials_20.thisTrialN,trials_20.thisN,trials_20.thisIndex,trials_18.thisRepN,trials_18.thisTrialN,trials_18.thisN,trials_18.thisIndex,trials_19.thisRepN,trials_19.thisTrialN,trials_19.thisN,trials_19.thisIndex,trials_8.thisRepN,trials_8.thisTrialN,trials_8.thisN,trials_8.thisIndex,story_list_block2,action_list_block2,text_76.started,text_76.stopped,key_resp_30.keys,key_resp_30.rt,key_resp_30.started,key_resp_30.stopped,textTrigger.started,textTrigger.stopped,getTrigger.keys,getTrigger.rt,getTrigger.started,getTrigger.stopped,triggerTime,text_77.started,text_77.stopped,text_78.started,text_78.stopped,text_81.started,text_81.stopped,text_82.started,text_82.stopped,waitStart,image_23.started,image_23.stopped,waitEnd,text_41.started,text_41.stopped,key_resp_26.keys,key_resp_26.rt,key_resp_26.started,key_resp_26.stopped,text_42.started,text_42.stopped,text_51.started,text_51.stopped,recall_StartTime,recall_EndTime,image_20.started,image_20.stopped,text_75.started,text_75.stopped,recall_audio_2.filename,recall_audio_2.started,recall_audio_2.stopped,key_resp_27.keys,key_resp_27.rt,key_resp_27.started,key_resp_27.stopped,text_79.started,text_79.stopped,text_36.started,text_36.stopped,participant,sA,sB,lA,lB,block_struct,block,behavioral,random_seed,part,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[42 33 13 11 22 24 44 31],[3 1 4 2 2 4 1 3],10.41259364599955,None,space,0.48495427000034397,10.41259364599955,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,031722,2,3,0,1,0,2,0,62,1,2022_Mar_17_1406,recall_fmri,3.2.4,60.13781410004757,
0,,,,,,,,,0,0,0,0,0,0,0,0,,,,,0,0,0,0,,,,,,,,,,,,,10.929368236999835,None,equal,22.792285511000046,10.929368236999835,None,23.33807936499943,10.929368236999835,None,10.929368236999835,None,10.929368236999835,None,10.929368236999835,None,0.0007009959999777493,33.74607675199968,None,5.999534624000262,39.76252068000031,None,space,0.6452038219995302,39.76252068000031,None,39.76252068000031,None,39.76252068000031,None,6.682880286,7.19922600100017,40.51334927100015,None,40.51334927100015,None,/Users/columbiadpml/Documents/GitHub/ebs/fMRI experiment/psychopy code/data/031722_bk2_pt1_recall_fmri_wav/recall_audio_2-1647540449.490.wav,0.00643666599989956,None,space,0.4152304870003718,40.51334927100015,None,40.51334927100015,None,,,031722,2,3,0,1,0,2,0,62,1,2022_Mar_17_1406,recall_fmri,3.2.4,60.13781410004757,
0,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.201669975000186,40.94632435800031,None,13.200013820000095,,,,,,,,,,,,,,,,,,,,,,,,,,,,031722,2,3,0,1,0,2,0,62,1,2022_Mar_17_1406,recall_fmri,3.2.4,60.13781410004757,
1,,,,,,,,,0,0,0,0,0,1,1,1,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.946440077999796,None,2,4.440222576000451,46.946440077999796,None,46.946440077999796,None,46.946440077999796,None,17.667113722000067,88.01612710600057,51.4303906389996,None,51.4303906389996,None,/Users/columbiadpml/Documents/GitHub/ebs/fMRI experiment/psychopy code/data/031722_bk2_pt1_recall_fmri_wav/recall_audio_2-1647540460.418.wav,0.01226177779972204,None,2,70.30626199300059,51.4303906389996,None,51.4303906389996,None,,,031722,2,3,0,1,0,2,0,62,1,2022_Mar_17_1406,recall_fmri,3.2.4,60.13781410004757,
1,,,,,,,,,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.01957471200058,121.76357823800026,None,94.01606799500041,,,,,,,,,,,,,,,,,,,,,,,,,,,,031722,2,3,0,1,0,2,0,62,1,2022_Mar_17_1406,recall_fmri,3.2.4,60.13781410004757,
2,,,,,,,,,0,0,0,0,0,2,2,2,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127.76277506599945,None,space,3.355910997999672,127.76277506599945,None,127.76277506599945,None,127.76277506599945,None,97.39967492400046,97.73208332200011,131.1619503009997,None,131.1619503009997,None,/Users/columbiadpml/Documents/GitHub/ebs/fMRI experiment/psychopy code/data/031722_bk2_pt1_recall_fmri_wav/recall_audio_2-1647540540.150.wav,0.012766925799041928,None,space,0.28838349400029983,131.1619503009997,None,131.1619503009997,None,,,031722,2,3,0,1,0,2,0,62,1,2022_Mar_17_1406,recall_fmri,3.2.4,60.13781410004757,
2,,,,,,,,,0,0,0,0,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.7357296070004,131.4789801979996,None,103.73200390300008,,,,,,,,,,,,,,,,,,,,,,,,,,,,031722,2,3,0,1,0,2,0,62,1,2022_Mar_17_1406,recall_fmri,3.2.4,60.13781410004757,
,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,031722,2,3,0,1,0,2,0,62,1,2022_Mar_17_1406,recall_fmri,3.2.4,60.13781410004757,
,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,137.47899644900008,None,031722,2,3,0,1,0,2,0,62,1,2022_Mar_17_1406,recall_fmri,3.2.4,60.13781410004757,
,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,137.97924677500032,137.97924677500032,031722,2,3,0,1,0,2,0,62,1,2022_Mar_17_1406,recall_fmri,3.2.4,60.13781410004757,
