count,behav_recall_instructions.thisRepN,behav_recall_instructions.thisTrialN,behav_recall_instructions.thisN,behav_recall_instructions.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,trials_13.thisRepN,trials_13.thisTrialN,trials_13.thisN,trials_13.thisIndex,trials_17.thisRepN,trials_17.thisTrialN,trials_17.thisN,trials_17.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_8.thisRepN,trials_8.thisTrialN,trials_8.thisN,trials_8.thisIndex,story_list_block1,action_list_block1,text_76.started,text_76.stopped,key_resp_30.keys,key_resp_30.rt,key_resp_30.started,key_resp_30.stopped,textTrigger.started,textTrigger.stopped,getTrigger.keys,getTrigger.rt,getTrigger.started,getTrigger.stopped,triggerTime,text_77.started,text_77.stopped,text_78.started,text_78.stopped,text_81.started,text_81.stopped,text_82.started,text_82.stopped,waitStart,image_23.started,image_23.stopped,waitEnd,text_41.started,text_41.stopped,key_resp_26.keys,key_resp_26.rt,key_resp_26.started,key_resp_26.stopped,text_42.started,text_42.stopped,text_51.started,text_51.stopped,recall_StartTime,recall_EndTime,image_18.started,image_18.stopped,text_69.started,text_69.stopped,recall_audio.filename,recall_audio.started,recall_audio.stopped,key_resp_25.keys,key_resp_25.rt,key_resp_25.started,key_resp_25.stopped,text_80.started,text_80.stopped,text_36.started,text_36.stopped,participant,sA,sB,lA,lB,block_struct,block,behavioral,random_seed,part,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[21 31 11 22 32 42 41 12],[2 3 3 4 1 4 2 1],22.335173817000396,None,space,69.81768807800017,22.335173817000396,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,021822,0,2,0,2,3,1,0,16,1,2022_Feb_18_1202,recall_fmri,3.2.4,60.26957556567383,
0,,,,,0,0,0,0,0,0,0,0,,,,,0,0,0,0,,,,,,,,,,,,,,,,,92.17095779300053,None,equal,28.776029321999886,92.17095779300053,None,98.63208741100061,92.17095779300053,None,92.17095779300053,None,92.17095779300053,None,92.17095779300053,None,0.0006994380000833189,120.97181026999988,None,5.99834293099957,126.98395656600042,None,8,2.486941188999481,126.98395656600042,None,126.98395656600042,None,126.98395656600042,None,8.516690235999704,54.2157037930001,129.58541989400055,None,129.58541989400055,None,/Users/columbiadpml/Documents/GitHub/ebs/fMRI experiment/psychopy code/data/021822_bk1_pt1_recall_fmri_wav/recall_audio-1645203885.562.wav,0.011015540399966994,None,6,45.57258820900006,129.58541989400055,None,129.58541989400055,None,,,021822,0,2,0,2,3,1,0,16,1,2022_Feb_18_1202,recall_fmri,3.2.4,60.26957556567383,
0,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.2199202719994,175.2009598220002,None,60.24454567700013,,,,,,,,,,,,,,,,,,,,,,,,,,,,021822,0,2,0,2,3,1,0,16,1,2022_Feb_18_1202,recall_fmri,3.2.4,60.26957556567383,
1,,,,,0,0,0,0,0,1,1,1,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,181.2171630849998,None,6,1.5768318089994864,181.2171630849998,None,181.2171630849998,None,181.2171630849998,None,61.85013171299943,126.09303605900004,182.83393040300052,None,182.83393040300052,None,/Users/columbiadpml/Documents/GitHub/ebs/fMRI experiment/psychopy code/data/021822_bk1_pt1_recall_fmri_wav/recall_audio-1645203938.828.wav,0.011454881798272254,None,1,64.18890463000025,182.83393040300052,None,182.83393040300052,None,,,021822,0,2,0,2,3,1,0,16,1,2022_Feb_18_1202,recall_fmri,3.2.4,60.26957556567383,
1,,,,,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,126.09666425900014,247.0663538050003,None,132.09365901,,,,,,,,,,,,,,,,,,,,,,,,,,,,021822,0,2,0,2,3,1,0,16,1,2022_Feb_18_1202,recall_fmri,3.2.4,60.26957556567383,
2,,,,,0,0,0,0,0,2,2,2,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,253.0665979080004,None,6,0.9253961720005464,253.0665979080004,None,253.0665979080004,None,253.0665979080004,None,133.0613760440001,165.2660613600001,254.04959283100015,None,254.04959283100015,None,/Users/columbiadpml/Documents/GitHub/ebs/fMRI experiment/psychopy code/data/021822_bk1_pt1_recall_fmri_wav/recall_audio-1645204009.038.wav,0.01212422879962105,None,1,32.166405439999835,254.04959283100015,None,254.04959283100015,None,,,021822,0,2,0,2,3,1,0,16,1,2022_Feb_18_1202,recall_fmri,3.2.4,60.26957556567383,
2,,,,,0,0,0,0,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,165.2695921429995,286.24949552900034,None,171.2757823869997,,,,,,,,,,,,,,,,,,,,,,,,,,,,021822,0,2,0,2,3,1,0,16,1,2022_Feb_18_1202,recall_fmri,3.2.4,60.26957556567383,
,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,021822,0,2,0,2,3,1,0,16,1,2022_Feb_18_1202,recall_fmri,3.2.4,60.26957556567383,
,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,292.23881358500057,None,021822,0,2,0,2,3,1,0,16,1,2022_Feb_18_1202,recall_fmri,3.2.4,60.26957556567383,
,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,292.7387449560001,292.7387449560001,021822,0,2,0,2,3,1,0,16,1,2022_Feb_18_1202,recall_fmri,3.2.4,60.26957556567383,
,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,293.23917825100034,293.23917825100034,021822,0,2,0,2,3,1,0,16,1,2022_Feb_18_1202,recall_fmri,3.2.4,60.26957556567383,
,,,,,,,,,,,,,,,,,,,,,,,,,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,293.7385806070006,293.7385806070006,021822,0,2,0,2,3,1,0,16,1,2022_Feb_18_1202,recall_fmri,3.2.4,60.26957556567383,
,,,,,,,,,,,,,,,,,,,,,,,,,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,294.24956165500043,294.24956165500043,021822,0,2,0,2,3,1,0,16,1,2022_Feb_18_1202,recall_fmri,3.2.4,60.26957556567383,
