count,behav_recall_instructions.thisRepN,behav_recall_instructions.thisTrialN,behav_recall_instructions.thisN,behav_recall_instructions.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_20.thisRepN,trials_20.thisTrialN,trials_20.thisN,trials_20.thisIndex,trials_18.thisRepN,trials_18.thisTrialN,trials_18.thisN,trials_18.thisIndex,trials_19.thisRepN,trials_19.thisTrialN,trials_19.thisN,trials_19.thisIndex,story_list_block2,action_list_block2,text_76.started,text_76.stopped,key_resp_30.keys,key_resp_30.rt,key_resp_30.started,key_resp_30.stopped,textTrigger.started,textTrigger.stopped,getTrigger.keys,getTrigger.rt,getTrigger.started,getTrigger.stopped,triggerTime,text_77.started,text_77.stopped,text_78.started,text_78.stopped,text_81.started,text_81.stopped,text_82.started,text_82.stopped,waitStart,image_23.started,image_23.stopped,waitEnd,text_41.started,text_41.stopped,key_resp_26.keys,key_resp_26.rt,key_resp_26.started,key_resp_26.stopped,text_42.started,text_42.stopped,text_51.started,text_51.stopped,recall_StartTime,recall_EndTime,image_20.started,image_20.stopped,text_75.started,text_75.stopped,recall_audio_2.filename,recall_audio_2.started,recall_audio_2.stopped,key_resp_27.keys,key_resp_27.rt,key_resp_27.started,key_resp_27.stopped,text_79.started,text_79.stopped,participant,sA,sB,lA,lB,block_struct,block,behavioral,random_seed,part,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,[33 24 23 34 13 43 14 44],[3 4 2 1 3 2 1 4],11.58258416300032,None,space,6.595295383999655,11.58258416300032,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,021822,0,2,0,2,3,2,0,16,1,2022_Feb_18_1215,recall_fmri,3.2.4,60.15992589817189,
0,,,,,,,,,0,0,0,0,0,0,0,0,,,,,0,0,0,0,,,,,,,,,18.20197621100033,None,equal,39.47027026899923,18.20197621100033,None,46.11411472300006,18.20197621100033,None,18.20197621100033,None,18.20197621100033,None,18.20197621100033,None,0.0009035520006364095,57.69882424000025,None,5.999514775000534,63.70081409800059,None,2,1.163466523000352,63.70081409800059,None,63.70081409800059,None,63.70081409800059,None,7.1838150430003225,98.73218779800027,64.96740812000007,None,64.96740812000007,None,/Users/columbiadpml/Documents/GitHub/ebs/fMRI experiment/psychopy code/data/021822_bk2_pt1_recall_fmri_wav/recall_audio_2-1645204574.957.wav,0.008856847199240292,None,6,91.43482381300055,64.96740812000007,None,64.96740812000007,None,021822,0,2,0,2,3,2,0,16,1,2022_Feb_18_1215,recall_fmri,3.2.4,60.15992589817189,
﻿count,behav_recall_instructions.thisRepN,behav_recall_instructions.thisTrialN,behav_recall_instructions.thisN,behav_recall_instructions.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_20.thisRepN,trials_20.thisTrialN,trials_20.thisN,trials_20.thisIndex,trials_18.thisRepN,trials_18.thisTrialN,trials_18.thisN,trials_18.thisIndex,trials_19.thisRepN,trials_19.thisTrialN,trials_19.thisN,trials_19.thisIndex,story_list_block2,action_list_block2,text_76.started,text_76.stopped,key_resp_30.keys,key_resp_30.rt,key_resp_30.started,key_resp_30.stopped,textTrigger.started,textTrigger.stopped,getTrigger.keys,getTrigger.rt,getTrigger.started,getTrigger.stopped,triggerTime,text_77.started,text_77.stopped,text_78.started,text_78.stopped,text_81.started,text_81.stopped,text_82.started,text_82.stopped,waitStart,image_23.started,image_23.stopped,waitEnd,text_41.started,text_41.stopped,key_resp_26.keys,key_resp_26.rt,key_resp_26.started,key_resp_26.stopped,text_42.started,text_42.stopped,text_51.started,text_51.stopped,recall_StartTime,recall_EndTime,image_20.started,image_20.stopped,text_75.started,text_75.stopped,recall_audio_2.filename,recall_audio_2.started,recall_audio_2.stopped,key_resp_27.keys,key_resp_27.rt,key_resp_27.started,key_resp_27.stopped,text_79.started,text_79.stopped,participant,sA,sB,lA,lB,block_struct,block,behavioral,random_seed,part,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,[33 24 23 34 13 43 14 44],[3 4 2 1 3 2 1 4],11.58258416300032,None,space,6.595295383999655,11.58258416300032,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,021822,0,2,0,2,3,2,0,16,1,2022_Feb_18_1215,recall_fmri,3.2.4,60.15992589817189,
0,,,,,,,,,0,0,0,0,0,0,0,0,,,,,0,0,0,0,,,,,,,,,18.20197621100033,None,equal,39.47027026899923,18.20197621100033,None,46.11411472300006,18.20197621100033,None,18.20197621100033,None,18.20197621100033,None,18.20197621100033,None,0.0009035520006364095,57.69882424000025,None,5.999514775000534,63.70081409800059,None,2,1.163466523000352,63.70081409800059,None,63.70081409800059,None,63.70081409800059,None,7.1838150430003225,98.73218779800027,64.96740812000007,None,64.96740812000007,None,/Users/columbiadpml/Documents/GitHub/ebs/fMRI experiment/psychopy code/data/021822_bk2_pt1_recall_fmri_wav/recall_audio_2-1645204574.957.wav,0.008856847199240292,None,6,91.43482381300055,64.96740812000007,None,64.96740812000007,None,021822,0,2,0,2,3,2,0,16,1,2022_Feb_18_1215,recall_fmri,3.2.4,60.15992589817189,
0,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.73553279299995,156.43271345700032,None,104.73247064800034,,,,,,,,,,,,,,,,,,,,,,,,,,021822,0,2,0,2,3,2,0,16,1,2022_Feb_18_1215,recall_fmri,3.2.4,60.15992589817189,
1,,,,,,,,,0,0,0,0,0,1,1,1,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,162.43256082600055,None,2,1.2516626219994578,162.43256082600055,None,162.43256082600055,None,162.43256082600055,None,106.01768312500008,147.883260566,163.7325813460002,None,163.7325813460002,None,/Users/columbiadpml/Documents/GitHub/ebs/fMRI experiment/psychopy code/data/021822_bk2_pt1_recall_fmri_wav/recall_audio_2-1645204672.719.wav,0.014502558399726695,None,7,41.83261532300003,163.7325813460002,None,163.7325813460002,None,021822,0,2,0,2,3,2,0,16,1,2022_Feb_18_1215,recall_fmri,3.2.4,60.15992589817189,
﻿count,behav_recall_instructions.thisRepN,behav_recall_instructions.thisTrialN,behav_recall_instructions.thisN,behav_recall_instructions.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_20.thisRepN,trials_20.thisTrialN,trials_20.thisN,trials_20.thisIndex,trials_18.thisRepN,trials_18.thisTrialN,trials_18.thisN,trials_18.thisIndex,trials_19.thisRepN,trials_19.thisTrialN,trials_19.thisN,trials_19.thisIndex,story_list_block2,action_list_block2,text_76.started,text_76.stopped,key_resp_30.keys,key_resp_30.rt,key_resp_30.started,key_resp_30.stopped,textTrigger.started,textTrigger.stopped,getTrigger.keys,getTrigger.rt,getTrigger.started,getTrigger.stopped,triggerTime,text_77.started,text_77.stopped,text_78.started,text_78.stopped,text_81.started,text_81.stopped,text_82.started,text_82.stopped,waitStart,image_23.started,image_23.stopped,waitEnd,text_41.started,text_41.stopped,key_resp_26.keys,key_resp_26.rt,key_resp_26.started,key_resp_26.stopped,text_42.started,text_42.stopped,text_51.started,text_51.stopped,recall_StartTime,recall_EndTime,image_20.started,image_20.stopped,text_75.started,text_75.stopped,recall_audio_2.filename,recall_audio_2.started,recall_audio_2.stopped,key_resp_27.keys,key_resp_27.rt,key_resp_27.started,key_resp_27.stopped,text_79.started,text_79.stopped,participant,sA,sB,lA,lB,block_struct,block,behavioral,random_seed,part,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,[33 24 23 34 13 43 14 44],[3 4 2 1 3 2 1 4],11.58258416300032,None,space,6.595295383999655,11.58258416300032,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,021822,0,2,0,2,3,2,0,16,1,2022_Feb_18_1215,recall_fmri,3.2.4,60.15992589817189,
