count,behav_recall_instructions.thisRepN,behav_recall_instructions.thisTrialN,behav_recall_instructions.thisN,behav_recall_instructions.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_20.thisRepN,trials_20.thisTrialN,trials_20.thisN,trials_20.thisIndex,trials_18.thisRepN,trials_18.thisTrialN,trials_18.thisN,trials_18.thisIndex,trials_19.thisRepN,trials_19.thisTrialN,trials_19.thisN,trials_19.thisIndex,trials_8.thisRepN,trials_8.thisTrialN,trials_8.thisN,trials_8.thisIndex,story_list_block2,action_list_block2,text_76.started,text_76.stopped,key_resp_30.keys,key_resp_30.rt,key_resp_30.started,key_resp_30.stopped,textTrigger.started,textTrigger.stopped,getTrigger.keys,getTrigger.rt,getTrigger.started,getTrigger.stopped,triggerTime,text_77.started,text_77.stopped,text_78.started,text_78.stopped,text_81.started,text_81.stopped,text_82.started,text_82.stopped,waitStart,image_23.started,image_23.stopped,waitEnd,text_41.started,text_41.stopped,key_resp_26.keys,key_resp_26.rt,key_resp_26.started,key_resp_26.stopped,text_42.started,text_42.stopped,text_51.started,text_51.stopped,recall_StartTime,recall_EndTime,image_20.started,image_20.stopped,text_75.started,text_75.stopped,recall_audio_2.filename,recall_audio_2.started,recall_audio_2.stopped,key_resp_27.keys,key_resp_27.rt,key_resp_27.started,key_resp_27.stopped,text_79.started,text_79.stopped,text_36.started,text_36.stopped,participant,sA,sB,lA,lB,block_struct,block,behavioral,random_seed,part,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[33 24 23 34 13 43 14 44],[3 4 2 1 3 2 1 4],12.486644673999763,None,space,6.691224354000042,12.486644673999763,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,021822,0,2,0,2,3,2,0,16,2,2022_Feb_18_1220,recall_fmri,3.2.4,59.704457442770064,
3,,,,,,,,,0,0,0,0,0,0,0,0,,,,,0,0,0,0,,,,,,,,,,,,,19.204697803999807,None,equal,17.480567759000223,19.204697803999807,None,24.21188156399967,19.204697803999807,None,19.204697803999807,None,19.204697803999807,None,19.204697803999807,None,0.0007421240006806329,36.706148716000826,None,5.999557189999905,42.720303176000016,None,1,0.9270700699998997,42.720303176000016,None,42.720303176000016,None,42.720303176000016,None,6.966628325000784,40.49930701500125,43.75342386699958,None,43.75342386699958,None,/Users/columbiadpml/Documents/GitHub/ebs/fMRI experiment/psychopy code/data/021822_bk2_pt2_recall_fmri_wav/recall_audio_2-1645204877.733.wav,0.00628721949942701,None,6,33.42992149699967,43.75342386699958,None,43.75342386699958,None,,,021822,0,2,0,2,3,2,0,16,2,2022_Feb_18_1220,recall_fmri,3.2.4,59.704457442770064,
3,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.50198424900009,77.20530325800064,None,46.4988673200005,,,,,,,,,,,,,,,,,,,,,,,,,,,,021822,0,2,0,2,3,2,0,16,2,2022_Feb_18_1220,recall_fmri,3.2.4,59.704457442770064,
4,,,,,,,,,0,0,0,0,0,1,1,1,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.20588937200046,None,1,3.5584632129994134,83.20588937200046,None,83.20588937200046,None,83.20588937200046,None,50.0832439400001,171.98286420099976,86.8034693490008,None,86.8034693490008,None,/Users/columbiadpml/Documents/GitHub/ebs/fMRI experiment/psychopy code/data/021822_bk2_pt2_recall_fmri_wav/recall_audio_2-1645204920.793.wav,0.01265397240058519,None,1,121.85882378499991,86.8034693490008,None,86.8034693490008,None,,,021822,0,2,0,2,3,2,0,16,2,2022_Feb_18_1220,recall_fmri,3.2.4,59.704457442770064,
4,,,,,,,,,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,171.98654761000034,208.6893553610007,None,177.9828132390012,,,,,,,,,,,,,,,,,,,,,,,,,,,,021822,0,2,0,2,3,2,0,16,2,2022_Feb_18_1220,recall_fmri,3.2.4,59.704457442770064,
5,,,,,,,,,0,0,0,0,0,2,2,2,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,214.68842983499962,None,6,0.9919367799993779,214.68842983499962,None,214.68842983499962,None,214.68842983499962,None,178.99977583100008,209.52857558600044,215.71804278300078,None,215.71804278300078,None,/Users/columbiadpml/Documents/GitHub/ebs/fMRI experiment/psychopy code/data/021822_bk2_pt2_recall_fmri_wav/recall_audio_2-1645205049.711.wav,0.011583509400225012,None,6,30.49032431700107,215.71804278300078,None,215.71804278300078,None,,,021822,0,2,0,2,3,2,0,16,2,2022_Feb_18_1220,recall_fmri,3.2.4,59.704457442770064,
5,,,,,,,,,0,0,0,0,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,209.53218395500153,246.23422462100098,None,215.53276102900054,,,,,,,,,,,,,,,,,,,,,,,,,,,,021822,0,2,0,2,3,2,0,16,2,2022_Feb_18_1220,recall_fmri,3.2.4,59.704457442770064,
,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,021822,0,2,0,2,3,2,0,16,2,2022_Feb_18_1220,recall_fmri,3.2.4,59.704457442770064,
,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,252.2394552980004,None,021822,0,2,0,2,3,2,0,16,2,2022_Feb_18_1220,recall_fmri,3.2.4,59.704457442770064,
,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,252.73923482499958,252.73923482499958,021822,0,2,0,2,3,2,0,16,2,2022_Feb_18_1220,recall_fmri,3.2.4,59.704457442770064,
,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,253.23909070300033,None,021822,0,2,0,2,3,2,0,16,2,2022_Feb_18_1220,recall_fmri,3.2.4,59.704457442770064,
