count,behav_recall_instructions.thisRepN,behav_recall_instructions.thisTrialN,behav_recall_instructions.thisN,behav_recall_instructions.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,trials_13.thisRepN,trials_13.thisTrialN,trials_13.thisN,trials_13.thisIndex,trials_17.thisRepN,trials_17.thisTrialN,trials_17.thisN,trials_17.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_8.thisRepN,trials_8.thisTrialN,trials_8.thisN,trials_8.thisIndex,story_list_block1,action_list_block1,text_76.started,text_76.stopped,key_resp_30.keys,key_resp_30.rt,key_resp_30.started,key_resp_30.stopped,textTrigger.started,textTrigger.stopped,getTrigger.keys,getTrigger.rt,getTrigger.started,getTrigger.stopped,triggerTime,text_77.started,text_77.stopped,text_78.started,text_78.stopped,waitStart,image_23.started,image_23.stopped,waitEnd,text_41.started,text_41.stopped,key_resp_26.keys,key_resp_26.rt,key_resp_26.started,key_resp_26.stopped,text_42.started,text_42.stopped,text_51.started,text_51.stopped,recall_StartTime,recall_EndTime,image_18.started,image_18.stopped,text_69.started,text_69.stopped,recall_audio.filename,recall_audio.started,recall_audio.stopped,key_resp_25.keys,key_resp_25.rt,key_resp_25.started,key_resp_25.stopped,text_80.started,text_80.stopped,text_36.started,text_36.stopped,participant,sA,sB,lA,lB,block_struct,block,behavioral,random_seed,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[43 12 21 41 34 14 32 23],[2 3 1 4 4 1 2 3],13.483717579999393,None,space,54.22935301199959,13.483717579999393,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112020,0,1,1,2,0,1,0,8,2020_Nov_20_1210,recall_fmri,3.2.4,59.86860278536048,
0,,,,,0,0,0,0,0,0,0,0,,,,,0,0,0,0,,,,,,,,,,,,,,,,,67.73394235299929,None,equal,38.065372196999306,67.73394235299929,None,92.32796298600078,67.73394235299929,None,67.73394235299929,None,0.00030668199997307966,105.81698164799946,None,6.011947060999773,111.8336645269992,None,2,2.048720435999712,111.8336645269992,None,111.8336645269992,None,111.8336645269992,None,8.083652798999537,134.56600797899955,113.97931428599986,None,113.97931428599986,None,/Users/columbiadpml/Documents/GitHub/ebs/fMRI experiment/psychopy code/data/112020_bk1_recall_fmri_wav/recall_audio-1605892344.958.wav,0.00983927000015683,None,2,126.37198532000002,113.97931428599986,None,113.97931428599986,None,,,112020,0,1,1,2,0,1,0,8,2020_Nov_20_1210,recall_fmri,3.2.4,59.86860278536048,
0,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,134.5687974299999,240.38378727599957,None,140.56610687299963,,,,,,,,,,,,,,,,,,,,,,,,,,,,112020,0,1,1,2,0,1,0,8,2020_Nov_20_1210,recall_fmri,3.2.4,59.86860278536048,
1,,,,,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140.5683070619998,246.3837843499996,246.3837843499996,146.5662921539997,,,,,,,,,,,,,,,,,,,,,,,,,,,,112020,0,1,1,2,0,1,0,8,2020_Nov_20_1210,recall_fmri,3.2.4,59.86860278536048,
2,,,,,0,0,0,0,0,2,2,2,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,252.38349091099917,None,2,1.8838585419998708,252.38349091099917,None,252.38349091099917,None,252.38349091099917,None,148.4785691219995,236.50004696999986,254.31113094099965,None,254.31113094099965,None,/Users/columbiadpml/Documents/GitHub/ebs/fMRI experiment/psychopy code/data/112020_bk1_recall_fmri_wav/recall_audio-1605892485.296.wav,0.015206777598905319,None,2,87.97835878200021,254.31113094099965,None,254.31113094099965,None,,,112020,0,1,1,2,0,1,0,8,2020_Nov_20_1210,recall_fmri,3.2.4,59.86860278536048,
2,,,,,0,0,0,0,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,236.50342707899927,342.317529248,None,242.4998742429998,,,,,,,,,,,,,,,,,,,,,,,,,,,,112020,0,1,1,2,0,1,0,8,2020_Nov_20_1210,recall_fmri,3.2.4,59.86860278536048,
3,,,,,0,0,0,0,0,3,3,3,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,348.3257833029993,None,2,1.2566767859998436,348.3257833029993,None,348.3257833029993,None,348.3257833029993,None,243.78388352099955,298.11732749399926,349.6099882319995,None,349.6099882319995,None,/Users/columbiadpml/Documents/GitHub/ebs/fMRI experiment/psychopy code/data/112020_bk1_recall_fmri_wav/recall_audio-1605892580.601.wav,0.016547668599741883,None,2,54.30149543199968,349.6099882319995,None,349.6099882319995,None,,,112020,0,1,1,2,0,1,0,8,2020_Nov_20_1210,recall_fmri,3.2.4,59.86860278536048,
3,,,,,0,0,0,0,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,298.12093896399983,403.9348922569998,None,304.1166283369994,,,,,,,,,,,,,,,,,,,,,,,,,,,,112020,0,1,1,2,0,1,0,8,2020_Nov_20_1210,recall_fmri,3.2.4,59.86860278536048,
4,,,,,0,0,0,0,0,4,4,4,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,409.94183033899935,None,2,1.5746230340000693,409.94183033899935,None,409.94183033899935,None,409.94183033899935,None,305.7257138239993,362.2662492619993,411.5503839559997,None,411.5503839559997,None,/Users/columbiadpml/Documents/GitHub/ebs/fMRI experiment/psychopy code/data/112020_bk1_recall_fmri_wav/recall_audio-1605892642.543.wav,0.016443903599792975,None,2,56.51400963500055,411.5503839559997,None,411.5503839559997,None,,,112020,0,1,1,2,0,1,0,8,2020_Nov_20_1210,recall_fmri,3.2.4,59.86860278536048,
4,,,,,0,0,0,0,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,362.26999294399957,468.083793195,None,368.26670279599966,,,,,,,,,,,,,,,,,,,,,,,,,,,,112020,0,1,1,2,0,1,0,8,2020_Nov_20_1210,recall_fmri,3.2.4,59.86860278536048,
