count,behav_recall_instructions.thisRepN,behav_recall_instructions.thisTrialN,behav_recall_instructions.thisN,behav_recall_instructions.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_20.thisRepN,trials_20.thisTrialN,trials_20.thisN,trials_20.thisIndex,trials_18.thisRepN,trials_18.thisTrialN,trials_18.thisN,trials_18.thisIndex,trials_19.thisRepN,trials_19.thisTrialN,trials_19.thisN,trials_19.thisIndex,trials_8.thisRepN,trials_8.thisTrialN,trials_8.thisN,trials_8.thisIndex,story_list_block2,action_list_block2,text_76.started,text_76.stopped,key_resp_30.keys,key_resp_30.rt,key_resp_30.started,key_resp_30.stopped,textTrigger.started,textTrigger.stopped,getTrigger.keys,getTrigger.rt,getTrigger.started,getTrigger.stopped,triggerTime,text_77.started,text_77.stopped,text_78.started,text_78.stopped,waitStart,image_23.started,image_23.stopped,waitEnd,text_41.started,text_41.stopped,key_resp_26.keys,key_resp_26.rt,key_resp_26.started,key_resp_26.stopped,text_42.started,text_42.stopped,text_51.started,text_51.stopped,recall_StartTime,recall_EndTime,image_20.started,image_20.stopped,text_75.started,text_75.stopped,recall_audio_2.filename,recall_audio_2.started,recall_audio_2.stopped,key_resp_27.keys,key_resp_27.rt,key_resp_27.started,key_resp_27.stopped,text_79.started,text_79.stopped,text_36.started,text_36.stopped,participant,sA,sB,lA,lB,block_struct,block,behavioral,random_seed,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[44 13 22 24 11 33 31 42],[4 3 3 1 1 2 4 2],11.46646133899958,None,space,4.861550010000428,11.46646133899958,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112020,0,1,1,2,0,2,0,8,2020_Nov_20_1222,recall_fmri,3.2.4,60.121576529140164,
0,,,,,,,,,0,0,0,0,0,0,0,0,,,,,0,0,0,0,,,,,,,,,,,,,16.350369709000006,None,equal,37.49693151700012,16.350369709000006,None,42.40611876499861,16.350369709000006,None,16.350369709000006,None,0.00040750600055616815,53.86660960399968,None,5.999009103001299,59.883926636999604,None,2,3.6053753189989948,59.883926636999604,None,59.883926636999604,None,59.883926636999604,None,9.650662621001175,170.999391243,63.600940997999714,None,63.600940997999714,None,/Users/columbiadpml/Documents/GitHub/ebs/fMRI experiment/psychopy code/data/112020_bk2_recall_fmri_wav/recall_audio_2-1605893030.575.wav,0.009490680498856818,None,3,161.23634724800104,63.600940997999714,None,63.600940997999714,None,,,112020,0,1,1,2,0,2,0,8,2020_Nov_20_1222,recall_fmri,3.2.4,60.121576529140164,
0,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,171.0019540730009,224.86738012999922,None,176.99973709700134,,,,,,,,,,,,,,,,,,,,,,,,,,,,112020,0,1,1,2,0,2,0,8,2020_Nov_20_1222,recall_fmri,3.2.4,60.121576529140164,
1,,,,,,,,,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,177.00198570500106,230.86742265499925,230.86742265499925,182.99980985100046,,,,,,,,,,,,,,,,,,,,,,,,,,,,112020,0,1,1,2,0,2,0,8,2020_Nov_20_1222,recall_fmri,3.2.4,60.121576529140164,
2,,,,,,,,,0,0,0,0,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,183.00207264300116,236.86762233599984,236.86762233599984,188.99969224699998,,,,,,,,,,,,,,,,,,,,,,,,,,,,112020,0,1,1,2,0,2,0,8,2020_Nov_20_1222,recall_fmri,3.2.4,60.121576529140164,
3,,,,,,,,,0,0,0,0,0,3,3,3,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,242.8671932819998,None,2,1.6261249439994572,242.8671932819998,None,242.8671932819998,None,242.8671932819998,None,190.65076239100017,397.61711224600003,244.53393761699954,None,244.53393761699954,None,/Users/columbiadpml/Documents/GitHub/ebs/fMRI experiment/psychopy code/data/112020_bk2_recall_fmri_wav/recall_audio_2-1605893211.519.wav,0.01508342540182639,None,2,206.92636841700005,244.53393761699954,None,244.53393761699954,None,,,112020,0,1,1,2,0,2,0,8,2020_Nov_20_1222,recall_fmri,3.2.4,60.121576529140164,
3,,,,,,,,,0,0,0,0,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,397.6201896070015,451.48505418700006,None,403.61733325800014,,,,,,,,,,,,,,,,,,,,,,,,,,,,112020,0,1,1,2,0,2,0,8,2020_Nov_20_1222,recall_fmri,3.2.4,60.121576529140164,
4,,,,,,,,,0,0,0,0,0,4,4,4,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,457.4844539079986,None,2,1.841744055998788,457.4844539079986,None,457.4844539079986,None,457.4844539079986,None,405.48407431099986,592.3780025420001,459.36405515499973,None,459.36405515499973,None,/Users/columbiadpml/Documents/GitHub/ebs/fMRI experiment/psychopy code/data/112020_bk2_recall_fmri_wav/recall_audio_2-1605893426.351.wav,0.016410296399044455,None,2,186.84813918700092,459.36405515499973,None,459.36405515499973,None,,,112020,0,1,1,2,0,2,0,8,2020_Nov_20_1222,recall_fmri,3.2.4,60.121576529140164,
4,,,,,,,,,0,0,0,0,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,592.3813047780004,646.245462900999,None,598.3771809720001,,,,,,,,,,,,,,,,,,,,,,,,,,,,112020,0,1,1,2,0,2,0,8,2020_Nov_20_1222,recall_fmri,3.2.4,60.121576529140164,
5,,,,,,,,,0,0,0,0,0,5,5,5,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,652.2450617459999,None,2,0.9942501280002034,652.2450617459999,None,652.2450617459999,None,652.2450617459999,None,599.3947016480015,603.5270286020004,653.2777877439985,None,653.2777877439985,None,/Users/columbiadpml/Documents/GitHub/ebs/fMRI experiment/psychopy code/data/112020_bk2_recall_fmri_wav/recall_audio_2-1605893620.263.wav,0.015406452401293791,None,2,4.09752429800028,653.2777877439985,None,653.2777877439985,None,,,112020,0,1,1,2,0,2,0,8,2020_Nov_20_1222,recall_fmri,3.2.4,60.121576529140164,
