count,behav_recall_instructions.thisRepN,behav_recall_instructions.thisTrialN,behav_recall_instructions.thisN,behav_recall_instructions.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,trials_13.thisRepN,trials_13.thisTrialN,trials_13.thisN,trials_13.thisIndex,trials_17.thisRepN,trials_17.thisTrialN,trials_17.thisN,trials_17.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_8.thisRepN,trials_8.thisTrialN,trials_8.thisN,trials_8.thisIndex,story_list_block1,action_list_block1,text_76.started,text_76.stopped,key_resp_30.keys,key_resp_30.rt,key_resp_30.started,key_resp_30.stopped,textTrigger.started,textTrigger.stopped,getTrigger.keys,getTrigger.rt,getTrigger.started,getTrigger.stopped,triggerTime,text_77.started,text_77.stopped,text_78.started,text_78.stopped,text_81.started,text_81.stopped,text_82.started,text_82.stopped,waitStart,image_23.started,image_23.stopped,waitEnd,text_41.started,text_41.stopped,key_resp_26.keys,key_resp_26.rt,key_resp_26.started,key_resp_26.stopped,text_42.started,text_42.stopped,text_51.started,text_51.stopped,recall_StartTime,recall_EndTime,image_18.started,image_18.stopped,text_69.started,text_69.stopped,recall_audio.filename,recall_audio.started,recall_audio.stopped,key_resp_25.keys,key_resp_25.rt,key_resp_25.started,key_resp_25.stopped,text_80.started,text_80.stopped,text_36.started,text_36.stopped,participant,sA,sB,lA,lB,block_struct,block,behavioral,random_seed,part,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[13 44 42 24 22 11 31 33],[2 1 3 1 3 4 4 2],17.698653725999975,None,space,52.77558791499996,17.698653725999975,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,030722,1,3,1,2,1,1,0,56,1,2022_Mar_07_1354,recall_fmri,3.2.4,60.158922668113696,
0,,,,,0,0,0,0,0,0,0,0,,,,,0,0,0,0,,,,,,,,,,,,,,,,,70.5028634069995,None,equal,29.084803728000225,70.5028634069995,None,81.92516100899957,70.5028634069995,None,70.5028634069995,None,70.5028634069995,None,70.5028634069995,None,0.0008238239997808705,99.62017502100025,None,6.000360105999789,105.63087642800019,None,6,1.8688001649998114,105.63087642800019,None,105.63087642800019,None,105.63087642800019,None,7.911375595999743,86.86657426399961,107.63043724999989,None,107.63043724999989,None,/Users/columbiadpml/Documents/GitHub/ebs/fMRI experiment/psychopy code/data/030722_bk1_pt1_recall_fmri_wav/recall_audio-1646679356.602.wav,0.012249831799636013,None,1,78.83023496900023,107.63043724999989,None,107.63043724999989,None,,,030722,1,3,1,2,1,1,0,56,1,2022_Mar_07_1354,recall_fmri,3.2.4,60.158922668113696,
0,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.8702720729998,186.48596649899991,None,92.86681648000013,,,,,,,,,,,,,,,,,,,,,,,,,,,,030722,1,3,1,2,1,1,0,56,1,2022_Mar_07_1354,recall_fmri,3.2.4,60.158922668113696,
1,,,,,0,0,0,0,0,1,1,1,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,192.4861339680001,None,1,1.5626039129992932,192.4861339680001,None,192.4861339680001,None,192.4861339680001,None,94.46112392499981,150.25916774400048,194.09557357999984,None,194.09557357999984,None,/Users/columbiadpml/Documents/GitHub/ebs/fMRI experiment/psychopy code/data/030722_bk1_pt1_recall_fmri_wav/recall_audio-1646679442.084.wav,0.012688804599747527,None,1,55.75612005199946,194.09557357999984,None,194.09557357999984,None,,,030722,1,3,1,2,1,1,0,56,1,2022_Mar_07_1354,recall_fmri,3.2.4,60.158922668113696,
1,,,,,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150.26231641200047,249.87934232799944,None,156.25863810400006,,,,,,,,,,,,,,,,,,,,,,,,,,,,030722,1,3,1,2,1,1,0,56,1,2022_Mar_07_1354,recall_fmri,3.2.4,60.158922668113696,
2,,,,,0,0,0,0,0,2,2,2,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,255.8792690979999,None,1,1.1785519710001608,255.8792690979999,None,255.8792690979999,None,255.8792690979999,None,157.45981476100042,215.78353574100038,257.09538028099996,None,257.09538028099996,None,/Users/columbiadpml/Documents/GitHub/ebs/fMRI experiment/psychopy code/data/030722_bk1_pt1_recall_fmri_wav/recall_audio-1646679505.083.wav,0.013274037599330768,None,1,58.28244051799993,257.09538028099996,None,257.09538028099996,None,,,030722,1,3,1,2,1,1,0,56,1,2022_Mar_07_1354,recall_fmri,3.2.4,60.158922668113696,
2,,,,,0,0,0,0,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,215.78739377300008,315.40316823299963,None,221.78346204700028,,,,,,,,,,,,,,,,,,,,,,,,,,,,030722,1,3,1,2,1,1,0,56,1,2022_Mar_07_1354,recall_fmri,3.2.4,60.158922668113696,
,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,030722,1,3,1,2,1,1,0,56,1,2022_Mar_07_1354,recall_fmri,3.2.4,60.158922668113696,
,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,321.4039299340002,None,030722,1,3,1,2,1,1,0,56,1,2022_Mar_07_1354,recall_fmri,3.2.4,60.158922668113696,
,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,321.90343459999985,321.90343459999985,030722,1,3,1,2,1,1,0,56,1,2022_Mar_07_1354,recall_fmri,3.2.4,60.158922668113696,
