count,behav_recall_instructions.thisRepN,behav_recall_instructions.thisTrialN,behav_recall_instructions.thisN,behav_recall_instructions.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,trials_13.thisRepN,trials_13.thisTrialN,trials_13.thisN,trials_13.thisIndex,trials_17.thisRepN,trials_17.thisTrialN,trials_17.thisN,trials_17.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_8.thisRepN,trials_8.thisTrialN,trials_8.thisN,trials_8.thisIndex,story_list_block1,action_list_block1,text_76.started,text_76.stopped,key_resp_30.keys,key_resp_30.rt,key_resp_30.started,key_resp_30.stopped,textTrigger.started,textTrigger.stopped,getTrigger.keys,getTrigger.rt,getTrigger.started,getTrigger.stopped,triggerTime,text_77.started,text_77.stopped,text_78.started,text_78.stopped,waitStart,image_23.started,image_23.stopped,waitEnd,text_41.started,text_41.stopped,key_resp_26.keys,key_resp_26.rt,key_resp_26.started,key_resp_26.stopped,text_42.started,text_42.stopped,text_51.started,text_51.stopped,recall_StartTime,recall_EndTime,image_18.started,image_18.stopped,text_69.started,text_69.stopped,recall_audio.filename,recall_audio.started,recall_audio.stopped,key_resp_25.keys,key_resp_25.rt,key_resp_25.started,key_resp_25.stopped,text_80.started,text_80.stopped,text_36.started,text_36.stopped,participant,sA,sB,lA,lB,block_struct,block,behavioral,random_seed,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[42 31 24 11 13 22 33 44],[1 2 3 2 4 1 4 3],9.175586745999908,None,space,32.79823086199997,9.175586745999908,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,072821,1,3,0,3,1,1,0,54,2021_Jul_28_1653,recall_fmri,3.2.4,60.24604883970856,
0,,,,,0,0,0,0,0,0,0,0,,,,,0,0,0,0,,,,,,,,,,,,,,,,,41.99406194699998,None,equal,17.248922437000033,41.99406194699998,None,50.08025228700001,41.99406194699998,None,41.99406194699998,None,0.00034471700007543404,59.26159337699994,None,5.999378891000106,65.26068662199998,None,space,0.6074043429999847,65.26068662199998,None,65.26068662199998,None,65.26068662199998,None,6.6335235669999975,7.099473388000092,65.99271678499997,None,65.99271678499997,None,/Users/columbiadpml/Documents/GitHub/ebs/fMRI experiment/psychopy code/data/072821_bk1_recall_fmri_wav/recall_audio-1627505694.967.wav,0.011231338600055096,None,space,0.3371224559999746,65.99271678499997,None,65.99271678499997,None,,,072821,1,3,0,3,1,1,0,54,2021_Jul_28_1653,recall_fmri,3.2.4,60.24604883970856,
0,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.102632837000101,66.36153960899992,None,13.099139148000063,,,,,,,,,,,,,,,,,,,,,,,,,,,,072821,1,3,0,3,1,1,0,54,2021_Jul_28_1653,recall_fmri,3.2.4,60.24604883970856,
1,,,,,0,0,0,0,0,1,1,1,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.36126514799992,None,space,0.4947350730000153,72.36126514799992,None,72.36126514799992,None,72.36126514799992,None,13.616585013000076,13.932416775000092,72.89211776299999,None,72.89211776299999,None,/Users/columbiadpml/Documents/GitHub/ebs/fMRI experiment/psychopy code/data/072821_bk1_recall_fmri_wav/recall_audio-1627505701.877.wav,0.0008203885998909755,None,space,0.2845512100000178,72.89211776299999,None,72.89211776299999,None,,,072821,1,3,0,3,1,1,0,54,2021_Jul_28_1653,recall_fmri,3.2.4,60.24604883970856,
1,,,,,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.935151425000072,73.19502260799993,None,19.932851999000036,,,,,,,,,,,,,,,,,,,,,,,,,,,,072821,1,3,0,3,1,1,0,54,2021_Jul_28_1653,recall_fmri,3.2.4,60.24604883970856,
2,,,,,0,0,0,0,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.935715254,79.19508340200002,79.19508340200002,25.932598400000074,,,,,,,,,,,,,,,,,,,,,,,,,,,,072821,1,3,0,3,1,1,0,54,2021_Jul_28_1653,recall_fmri,3.2.4,60.24604883970856,
3,,,,,0,0,0,0,0,3,3,3,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.19439777699984,None,space,0.5017064270000446,85.19439777699984,None,85.19439777699984,None,85.19439777699984,None,26.466997965000132,26.899733260000062,85.74235951000003,None,85.74235951000003,None,/Users/columbiadpml/Documents/GitHub/ebs/fMRI experiment/psychopy code/data/072821_bk1_recall_fmri_wav/recall_audio-1627505714.728.wav,0.0011481585997898947,None,space,0.39483200700010457,85.74235951000003,None,85.74235951000003,None,,,072821,1,3,0,3,1,1,0,54,2021_Jul_28_1653,recall_fmri,3.2.4,60.24604883970856,
3,,,,,0,0,0,0,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.902844200999994,86.1613931149999,None,32.898777029000144,,,,,,,,,,,,,,,,,,,,,,,,,,,,072821,1,3,0,3,1,1,0,54,2021_Jul_28_1653,recall_fmri,3.2.4,60.24604883970856,
4,,,,,0,0,0,0,0,4,4,4,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.16153813199992,None,space,0.5435555130000012,92.16153813199992,None,92.16153813199992,None,92.16153813199992,None,33.46723926900006,33.864805718999946,92.74185892000003,None,92.74185892000003,None,/Users/columbiadpml/Documents/GitHub/ebs/fMRI experiment/psychopy code/data/072821_bk1_recall_fmri_wav/recall_audio-1627505721.728.wav,0.0007594716000767221,None,space,0.36701360200004274,92.74185892000003,None,92.74185892000003,None,,,072821,1,3,0,3,1,1,0,54,2021_Jul_28_1653,recall_fmri,3.2.4,60.24604883970856,
4,,,,,0,0,0,0,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.86842471500006,93.12768890299992,None,39.865181703000076,,,,,,,,,,,,,,,,,,,,,,,,,,,,072821,1,3,0,3,1,1,0,54,2021_Jul_28_1653,recall_fmri,3.2.4,60.24604883970856,
5,,,,,0,0,0,0,0,5,5,5,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.1280527319999,None,space,0.7196095109998168,99.1280527319999,None,99.1280527319999,None,99.1280527319999,None,40.61663079200014,41.01526225200007,99.89158943999985,None,99.89158943999985,None,/Users/columbiadpml/Documents/GitHub/ebs/fMRI experiment/psychopy code/data/072821_bk1_recall_fmri_wav/recall_audio-1627505728.880.wav,0.015260718200124757,None,space,0.35894017700002223,99.89158943999985,None,99.89158943999985,None,,,072821,1,3,0,3,1,1,0,54,2021_Jul_28_1653,recall_fmri,3.2.4,60.24604883970856,
5,,,,,0,0,0,0,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.018917536000004,100.27784759099984,None,47.01515781700016,,,,,,,,,,,,,,,,,,,,,,,,,,,,072821,1,3,0,3,1,1,0,54,2021_Jul_28_1653,recall_fmri,3.2.4,60.24604883970856,
6,,,,,0,0,0,0,0,6,6,6,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.27787896300003,None,1,2.525174533999916,106.27787896300003,None,106.27787896300003,None,106.27787896300003,None,49.56661875299994,103.93274599600011,108.84202088999984,None,108.84202088999984,None,/Users/columbiadpml/Documents/GitHub/ebs/fMRI experiment/psychopy code/data/072821_bk1_recall_fmri_wav/recall_audio-1627505737.829.wav,0.015965615200002503,None,3,54.324033426999904,108.84202088999984,None,108.84202088999984,None,,,072821,1,3,0,3,1,1,0,54,2021_Jul_28_1653,recall_fmri,3.2.4,60.24604883970856,
6,,,,,0,0,0,0,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103.93677922200015,163.19469723099985,None,109.93251794600008,,,,,,,,,,,,,,,,,,,,,,,,,,,,072821,1,3,0,3,1,1,0,54,2021_Jul_28_1653,recall_fmri,3.2.4,60.24604883970856,
7,,,,,0,0,0,0,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.93708001800007,169.1949231509999,169.1949231509999,115.93249370499996,,,,,,,,,,,,,,,,,,,,,,,,,,,,072821,1,3,0,3,1,1,0,54,2021_Jul_28_1653,recall_fmri,3.2.4,60.24604883970856,
,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,072821,1,3,0,3,1,1,0,54,2021_Jul_28_1653,recall_fmri,3.2.4,60.24604883970856,
,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,175.19429016900006,None,072821,1,3,0,3,1,1,0,54,2021_Jul_28_1653,recall_fmri,3.2.4,60.24604883970856,
,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,175.6950228699999,175.6950228699999,072821,1,3,0,3,1,1,0,54,2021_Jul_28_1653,recall_fmri,3.2.4,60.24604883970856,
,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,176.19515146399988,176.19515146399988,072821,1,3,0,3,1,1,0,54,2021_Jul_28_1653,recall_fmri,3.2.4,60.24604883970856,
,,,,,,,,,,,,,,,,,,,,,,,,,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,176.71146741899986,None,072821,1,3,0,3,1,1,0,54,2021_Jul_28_1653,recall_fmri,3.2.4,60.24604883970856,
,,,,,,,,,,,,,,,,,,,,,,,,,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,177.21119667999994,None,072821,1,3,0,3,1,1,0,54,2021_Jul_28_1653,recall_fmri,3.2.4,60.24604883970856,
