count,behav_recall_instructions.thisRepN,behav_recall_instructions.thisTrialN,behav_recall_instructions.thisN,behav_recall_instructions.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_20.thisRepN,trials_20.thisTrialN,trials_20.thisN,trials_20.thisIndex,trials_18.thisRepN,trials_18.thisTrialN,trials_18.thisN,trials_18.thisIndex,trials_19.thisRepN,trials_19.thisTrialN,trials_19.thisN,trials_19.thisIndex,trials_8.thisRepN,trials_8.thisTrialN,trials_8.thisN,trials_8.thisIndex,story_list_block2,action_list_block2,text_76.started,text_76.stopped,key_resp_30.keys,key_resp_30.rt,key_resp_30.started,key_resp_30.stopped,textTrigger.started,textTrigger.stopped,getTrigger.keys,getTrigger.rt,getTrigger.started,getTrigger.stopped,triggerTime,text_77.started,text_77.stopped,text_78.started,text_78.stopped,waitStart,image_23.started,image_23.stopped,waitEnd,text_41.started,text_41.stopped,key_resp_26.keys,key_resp_26.rt,key_resp_26.started,key_resp_26.stopped,text_42.started,text_42.stopped,text_51.started,text_51.stopped,recall_StartTime,recall_EndTime,image_20.started,image_20.stopped,text_75.started,text_75.stopped,recall_audio_2.filename,recall_audio_2.started,recall_audio_2.stopped,key_resp_27.keys,key_resp_27.rt,key_resp_27.started,key_resp_27.stopped,text_79.started,text_79.stopped,text_36.started,text_36.stopped,participant,sA,sB,lA,lB,block_struct,block,behavioral,random_seed,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[32 43 41 14 23 12 21 34],[4 1 3 2 1 4 3 2],11.789650420000044,None,space,13.531487733999938,11.789650420000044,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,072821,1,3,0,3,1,2,0,54,2021_Jul_28_1658,recall_fmri,3.2.4,59.715285877110986,
0,,,,,,,,,0,0,0,0,0,0,0,0,,,,,0,0,0,0,,,,,,,,,,,,,25.339551938999875,None,equal,18.339811270999917,25.339551938999875,None,31.910169030999896,25.339551938999875,None,25.339551938999875,None,0.0005331250001745502,43.70724041900007,None,5.99926646300014,49.721546607999926,None,2,0.8867141580001316,49.721546607999926,None,49.721546607999926,None,49.721546607999926,None,6.933643428000096,50.39974640200012,50.7375241310001,None,50.7375241310001,None,/Users/columbiadpml/Documents/GitHub/ebs/fMRI experiment/psychopy code/data/072821_bk2_recall_fmri_wav/recall_audio_2-1627505976.717.wav,0.0071815470000728965,None,2,43.34387445099992,50.7375241310001,None,50.7375241310001,None,,,072821,1,3,0,3,1,2,0,54,2021_Jul_28_1658,recall_fmri,3.2.4,59.715285877110986,
0,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.40272547100017,94.10778580100009,None,56.39939766600014,,,,,,,,,,,,,,,,,,,,,,,,,,,,072821,1,3,0,3,1,2,0,54,2021_Jul_28_1658,recall_fmri,3.2.4,59.715285877110986,
1,,,,,,,,,0,0,0,0,0,1,1,1,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.10786246499993,None,3,1.2265612959999999,100.10786246499993,None,100.10786246499993,None,100.10786246499993,None,57.64972322400013,139.76634217800006,101.36958444900006,None,101.36958444900006,None,/Users/columbiadpml/Documents/GitHub/ebs/fMRI experiment/psychopy code/data/072821_bk2_recall_fmri_wav/recall_audio_2-1627506027.363.wav,0.010443943999916883,None,2,82.07169028000021,101.36958444900006,None,101.36958444900006,None,,,072821,1,3,0,3,1,2,0,54,2021_Jul_28_1658,recall_fmri,3.2.4,59.715285877110986,
1,,,,,,,,,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139.77004741700011,183.47382771599996,None,145.7657974350002,,,,,,,,,,,,,,,,,,,,,,,,,,,,072821,1,3,0,3,1,2,0,54,2021_Jul_28_1658,recall_fmri,3.2.4,59.715285877110986,
2,,,,,,,,,0,0,0,0,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,145.76862073100006,189.47397995000006,189.47397995000006,151.7672569240001,,,,,,,,,,,,,,,,,,,,,,,,,,,,072821,1,3,0,3,1,2,0,54,2021_Jul_28_1658,recall_fmri,3.2.4,59.715285877110986,
3,,,,,,,,,0,0,0,0,0,3,3,3,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,195.48580164600003,None,3,1.1126135050001267,195.48580164600003,None,195.48580164600003,None,195.48580164600003,None,152.91744715000004,222.80021935000013,196.63485098799993,None,196.63485098799993,None,/Users/columbiadpml/Documents/GitHub/ebs/fMRI experiment/psychopy code/data/072821_bk2_recall_fmri_wav/recall_audio_2-1627506122.630.wav,0.011357872999951724,None,3,69.8425573999998,196.63485098799993,None,196.63485098799993,None,,,072821,1,3,0,3,1,2,0,54,2021_Jul_28_1658,recall_fmri,3.2.4,59.715285877110986,
3,,,,,,,,,0,0,0,0,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,222.80420878100017,266.5069925139999,None,228.80935085600004,,,,,,,,,,,,,,,,,,,,,,,,,,,,072821,1,3,0,3,1,2,0,54,2021_Jul_28_1658,recall_fmri,3.2.4,59.715285877110986,
4,,,,,,,,,0,0,0,0,0,4,4,4,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,272.5177035429999,None,2,1.1546238579999226,272.5177035429999,None,272.5177035429999,None,272.5177035429999,None,229.99486496100008,284.17591731100015,273.7177283619999,None,273.7177283619999,None,/Users/columbiadpml/Documents/GitHub/ebs/fMRI experiment/psychopy code/data/072821_bk2_recall_fmri_wav/recall_audio_2-1627506199.709.wav,0.009383650000245325,None,3,54.147709292999934,273.7177283619999,None,273.7177283619999,None,,,072821,1,3,0,3,1,2,0,54,2021_Jul_28_1658,recall_fmri,3.2.4,59.715285877110986,
4,,,,,,,,,0,0,0,0,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,284.17999078800017,327.88356502600004,None,290.176176639,,,,,,,,,,,,,,,,,,,,,,,,,,,,072821,1,3,0,3,1,2,0,54,2021_Jul_28_1658,recall_fmri,3.2.4,59.715285877110986,
