count,behav_recall_instructions.thisRepN,behav_recall_instructions.thisTrialN,behav_recall_instructions.thisN,behav_recall_instructions.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,trials_13.thisRepN,trials_13.thisTrialN,trials_13.thisN,trials_13.thisIndex,trials_17.thisRepN,trials_17.thisTrialN,trials_17.thisN,trials_17.thisIndex,story_list_block1,action_list_block1,text_76.started,text_76.stopped,key_resp_30.keys,key_resp_30.rt,key_resp_30.started,key_resp_30.stopped,textTrigger.started,textTrigger.stopped,getTrigger.keys,getTrigger.rt,getTrigger.started,getTrigger.stopped,triggerTime,text_77.started,text_77.stopped,text_78.started,text_78.stopped,waitStart,image_23.started,image_23.stopped,waitEnd,text_41.started,text_41.stopped,key_resp_26.keys,key_resp_26.rt,key_resp_26.started,key_resp_26.stopped,text_42.started,text_42.stopped,text_51.started,text_51.stopped,recall_StartTime,recall_EndTime,image_18.started,image_18.stopped,text_69.started,text_69.stopped,recall_audio.filename,recall_audio.started,recall_audio.stopped,key_resp_25.keys,key_resp_25.rt,key_resp_25.started,key_resp_25.stopped,text_80.started,text_80.stopped,participant,sA,sB,lA,lB,block_struct,block,behavioral,random_seed,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,[42 31 24 11 13 22 33 44],[1 2 3 2 4 1 4 3],24.648833815000000,None,space,34.38804994800000,24.648833815000000,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72821,1,3,0,3,1,1,0,54,2021_Jul_28_1639,recall_fmri,3.2.4,59.91139703492530,
0,,,,,0,0,0,0,0,0,0,0,,,,,0,0,0,0,,,,,,,,,59.06680183200000,None,equal,32.51756708400000,59.06680183200000,None,66.947196948,59.06680183200000,None,59.06680183200000,None,0.0003041009999833480,91.601453155,None,5.999387797000000,97.63239316900000,None,1,1.7769437270000000,97.63239316900000,None,97.63239316900000,None,97.63239316900000,None,7.833419421000000,89.81572897100000,99.531917048,None,99.531917048,None,/Users/columbiadpml/Documents/GitHub/ebs/fMRI experiment/psychopy code/data/072821_bk1_recall_fmri_wav/recall_audio-1627504872.513.wav,0.004930905799994890,None,2,81.860510151,99.531917048,None,99.531917048,None,72821,1,3,0,3,1,1,0,54,2021_Jul_28_1639,recall_fmri,3.2.4,59.91139703492530,
0,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.81859662400000,181.41760557900000,None,95.81566356100000,,,,,,,,,,,,,,,,,,,,,,,,,,72821,1,3,0,3,1,1,0,54,2021_Jul_28_1639,recall_fmri,3.2.4,59.91139703492530,
1,,,,,0,0,0,0,0,1,1,1,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,187.417624105,None,1,1.6028111759999900,187.417624105,None,187.417624105,None,187.417624105,None,97.45002919100000,180.88323583000000,189.064266242,None,189.064266242,None,/Users/columbiadpml/Documents/GitHub/ebs/fMRI experiment/psychopy code/data/072821_bk1_recall_fmri_wav/recall_audio-1627504962.055.wav,0.012272366600029700,None,1,83.387984744,189.064266242,None,189.064266242,None,72821,1,3,0,3,1,1,0,54,2021_Jul_28_1639,recall_fmri,3.2.4,59.91139703492530,
1,,,,,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,180.88624932500000,272.48482419100000,None,186.88268831900000,,,,,,,,,,,,,,,,,,,,,,,,,,72821,1,3,0,3,1,1,0,54,2021_Jul_28_1639,recall_fmri,3.2.4,59.91139703492530,
2,,,,,0,0,0,0,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,186.88507069,278.49583855800000,278.49583855800000,192.89923531100000,,,,,,,,,,,,,,,,,,,,,,,,,,72821,1,3,0,3,1,1,0,54,2021_Jul_28_1639,recall_fmri,3.2.4,59.91139703492530,
3,,,,,0,0,0,0,0,3,3,3,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,284.50166193200000,None,2,1.6867772229999800,284.50166193200000,None,284.50166193200000,None,284.50166193200000,None,194.62807740500000,352.116529704,286.24599029700000,None,286.24599029700000,None,/Users/columbiadpml/Documents/GitHub/ebs/fMRI experiment/psychopy code/data/072821_bk1_recall_fmri_wav/recall_audio-1627505059.235.wav,0.010721719600098800,None,1,157.44152500100000,286.24599029700000,None,286.24599029700000,None,72821,1,3,0,3,1,1,0,54,2021_Jul_28_1639,recall_fmri,3.2.4,59.91139703492530,
3,,,,,0,0,0,0,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,352.120144101,443.727350686,None,358.13239125600000,,,,,,,,,,,,,,,,,,,,,,,,,,72821,1,3,0,3,1,1,0,54,2021_Jul_28_1639,recall_fmri,3.2.4,59.91139703492530,
4,,,,,0,0,0,0,0,4,4,4,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,449.743915045,None,2,1.3025338520000100,449.743915045,None,449.743915045,None,449.743915045,None,359.467496229,478.083153933,451.084839645,None,451.084839645,None,/Users/columbiadpml/Documents/GitHub/ebs/fMRI experiment/psychopy code/data/072821_bk1_recall_fmri_wav/recall_audio-1627505224.073.wav,0.012751885600096100,None,2,118.5755959060000,451.084839645,None,451.084839645,None,72821,1,3,0,3,1,1,0,54,2021_Jul_28_1639,recall_fmri,3.2.4,59.91139703492530,
4,,,,,0,0,0,0,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,478.087031752,569.684112537,None,484.08955285000000,,,,,,,,,,,,,,,,,,,,,,,,,,72821,1,3,0,3,1,1,0,54,2021_Jul_28_1639,recall_fmri,3.2.4,59.91139703492530,
