count,behav_recall_instructions.thisRepN,behav_recall_instructions.thisTrialN,behav_recall_instructions.thisN,behav_recall_instructions.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,trials_13.thisRepN,trials_13.thisTrialN,trials_13.thisN,trials_13.thisIndex,trials_17.thisRepN,trials_17.thisTrialN,trials_17.thisN,trials_17.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_8.thisRepN,trials_8.thisTrialN,trials_8.thisN,trials_8.thisIndex,story_list_block1,action_list_block1,text_76.started,text_76.stopped,key_resp_30.keys,key_resp_30.rt,key_resp_30.started,key_resp_30.stopped,textTrigger.started,textTrigger.stopped,getTrigger.keys,getTrigger.rt,getTrigger.started,getTrigger.stopped,triggerTime,text_77.started,text_77.stopped,text_78.started,text_78.stopped,waitStart,image_23.started,image_23.stopped,waitEnd,text_41.started,text_41.stopped,key_resp_26.keys,key_resp_26.rt,key_resp_26.started,key_resp_26.stopped,text_42.started,text_42.stopped,text_51.started,text_51.stopped,recall_StartTime,recall_EndTime,image_18.started,image_18.stopped,text_69.started,text_69.stopped,recall_audio.filename,recall_audio.started,recall_audio.stopped,key_resp_25.keys,key_resp_25.rt,key_resp_25.started,key_resp_25.stopped,text_80.started,text_80.stopped,text_36.started,text_36.stopped,participant,sA,sB,lA,lB,block_struct,block,behavioral,random_seed,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[21 23 41 43 12 32 34 14],[1 1 4 4 3 2 2 3],11.306008199999724,None,space,17.821357886999976,11.306008199999724,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,011721,0,1,1,3,0,1,0,10,2021_Jan_17_1517,recall_fmri,3.2.4,59.76934733918043,
0,,,,,0,0,0,0,0,0,0,0,,,,,0,0,0,0,,,,,,,,,,,,,,,,,29.155506381000123,None,equal,22.651128104000236,29.155506381000123,None,40.52321077600027,29.155506381000123,None,29.155506381000123,None,0.0003613829999267182,51.82775794500003,None,5.9994617180000205,57.82664591799994,None,1,1.7248136990001512,57.82664591799994,None,57.82664591799994,None,57.82664591799994,None,7.745689103000132,178.050848717,59.65497025600007,None,59.65497025600007,None,/Users/columbiadpml/Documents/GitHub/ebs/fMRI experiment/psychopy code/data/011721_bk1_recall_fmri_wav/recall_audio-1610914729.631.wav,0.008693564499935746,None,space,170.20622384200033,59.65497025600007,None,59.65497025600007,None,,,011721,0,1,1,3,0,1,0,10,2021_Jan_17_1517,recall_fmri,3.2.4,59.76934733918043,
0,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,178.05365435800013,229.87726548299997,None,184.0576876770001,,,,,,,,,,,,,,,,,,,,,,,,,,,,011721,0,1,1,3,0,1,0,10,2021_Jan_17_1517,recall_fmri,3.2.4,59.76934733918043,
1,,,,,0,0,0,0,0,1,1,1,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,235.88664049299996,None,space,11.715352178000103,235.88664049299996,None,235.88664049299996,None,235.88664049299996,None,195.79302119299973,333.66681537199975,247.62762242000008,None,247.62762242000008,None,/Users/columbiadpml/Documents/GitHub/ebs/fMRI experiment/psychopy code/data/011721_bk1_recall_fmri_wav/recall_audio-1610914917.621.wav,0.015745731000151864,None,space,137.83961500400028,247.62762242000008,None,247.62762242000008,None,,,011721,0,1,1,3,0,1,0,10,2021_Jan_17_1517,recall_fmri,3.2.4,59.76934733918043,
1,,,,,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,333.669648264,385.4944697349997,None,339.66679745700003,,,,,,,,,,,,,,,,,,,,,,,,,,,,011721,0,1,1,3,0,1,0,10,2021_Jan_17_1517,recall_fmri,3.2.4,59.76934733918043,
2,,,,,0,0,0,0,0,2,2,2,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,391.5007076009997,None,space,1.301973993000047,391.5007076009997,None,391.5007076009997,None,391.5007076009997,None,341.00077592599973,517.533802508,392.84438490499997,None,392.84438490499997,None,/Users/columbiadpml/Documents/GitHub/ebs/fMRI experiment/psychopy code/data/011721_bk1_recall_fmri_wav/recall_audio-1610915062.830.wav,0.014058122000278672,None,space,176.49388251099936,392.84438490499997,None,392.84438490499997,None,,,011721,0,1,1,3,0,1,0,10,2021_Jan_17_1517,recall_fmri,3.2.4,59.76934733918043,
2,,,,,0,0,0,0,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,517.5375117889998,569.3609188109995,None,523.5376733809999,,,,,,,,,,,,,,,,,,,,,,,,,,,,011721,0,1,1,3,0,1,0,10,2021_Jan_17_1517,recall_fmri,3.2.4,59.76934733918043,
3,,,,,0,0,0,0,0,3,3,3,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,575.3608261480003,None,space,7.151288707999811,575.3608261480003,None,575.3608261480003,None,575.3608261480003,None,530.7186123330002,671.6175951929999,582.5607173489998,None,582.5607173489998,None,/Users/columbiadpml/Documents/GitHub/ebs/fMRI experiment/psychopy code/data/011721_bk1_recall_fmri_wav/recall_audio-1610915252.547.wav,0.015143685000111873,None,space,140.85303679500066,582.5607173489998,None,582.5607173489998,None,,,011721,0,1,1,3,0,1,0,10,2021_Jan_17_1517,recall_fmri,3.2.4,59.76934733918043,
3,,,,,0,0,0,0,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,671.6227080859999,723.4441883740001,None,677.6175518669997,,,,,,,,,,,,,,,,,,,,,,,,,,,,011721,0,1,1,3,0,1,0,10,2021_Jan_17_1517,recall_fmri,3.2.4,59.76934733918043,
4,,,,,0,0,0,0,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,677.620395682,729.4438128129996,729.4438128129996,683.6167850330003,,,,,,,,,,,,,,,,,,,,,,,,,,,,011721,0,1,1,3,0,1,0,10,2021_Jan_17_1517,recall_fmri,3.2.4,59.76934733918043,
