count,behav_recall_instructions.thisRepN,behav_recall_instructions.thisTrialN,behav_recall_instructions.thisN,behav_recall_instructions.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,trials_13.thisRepN,trials_13.thisTrialN,trials_13.thisN,trials_13.thisIndex,trials_17.thisRepN,trials_17.thisTrialN,trials_17.thisN,trials_17.thisIndex,story_list_block1,action_list_block1,text_76.started,text_76.stopped,key_resp_30.keys,key_resp_30.rt,key_resp_30.started,key_resp_30.stopped,textTrigger.started,textTrigger.stopped,getTrigger.keys,getTrigger.rt,getTrigger.started,getTrigger.stopped,triggerTime,text_77.started,text_77.stopped,text_78.started,text_78.stopped,text_81.started,text_81.stopped,text_82.started,text_82.stopped,waitStart,image_23.started,image_23.stopped,waitEnd,text_41.started,text_41.stopped,key_resp_26.keys,key_resp_26.rt,key_resp_26.started,key_resp_26.stopped,text_42.started,text_42.stopped,text_51.started,text_51.stopped,recall_StartTime,recall_EndTime,image_18.started,image_18.stopped,text_69.started,text_69.stopped,recall_audio.filename,recall_audio.started,recall_audio.stopped,key_resp_25.keys,key_resp_25.rt,key_resp_25.started,key_resp_25.stopped,text_80.started,text_80.stopped,participant,sA,sB,lA,lB,block_struct,block,behavioral,random_seed,part,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,[21 12 11 42 41 22 31 32],[3 4 2 1 3 1 2 4],11.496649640999749,None,space,0.741693743999349,11.496649640999749,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,030422,1,3,0,2,3,1,0,52,2,2022_Mar_04_1247,recall_fmri,3.2.4,59.949162390602595,
3,,,,,0,0,0,0,0,0,0,0,,,,,0,0,0,0,,,,,,,,,12.263252767001177,None,equal,25.48982010200052,12.263252767001177,None,26.286577883000064,12.263252767001177,None,12.263252767001177,None,12.263252767001177,None,12.263252767001177,None,0.0007944580011098878,37.787065832000735,None,6.005301471001076,43.785860355001205,None,1,1.329098026999418,43.785860355001205,None,43.785860355001205,None,43.785860355001205,None,7.37256101300045,193.79980863400124,45.229398469000444,None,45.229398469000444,None,/Users/columbiadpml/Documents/GitHub/ebs/fMRI experiment/psychopy code/data/030422_bk1_pt2_recall_fmri_wav/recall_audio-1646416100.211.wav,0.009097846001168364,None,1,186.32467828399967,45.229398469000444,None,45.229398469000444,None,030422,1,3,0,2,3,1,0,52,2,2022_Mar_04_1247,recall_fmri,3.2.4,59.949162390602595,
﻿count,behav_recall_instructions.thisRepN,behav_recall_instructions.thisTrialN,behav_recall_instructions.thisN,behav_recall_instructions.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,trials_13.thisRepN,trials_13.thisTrialN,trials_13.thisN,trials_13.thisIndex,trials_17.thisRepN,trials_17.thisTrialN,trials_17.thisN,trials_17.thisIndex,story_list_block1,action_list_block1,text_76.started,text_76.stopped,key_resp_30.keys,key_resp_30.rt,key_resp_30.started,key_resp_30.stopped,textTrigger.started,textTrigger.stopped,getTrigger.keys,getTrigger.rt,getTrigger.started,getTrigger.stopped,triggerTime,text_77.started,text_77.stopped,text_78.started,text_78.stopped,text_81.started,text_81.stopped,text_82.started,text_82.stopped,waitStart,image_23.started,image_23.stopped,waitEnd,text_41.started,text_41.stopped,key_resp_26.keys,key_resp_26.rt,key_resp_26.started,key_resp_26.stopped,text_42.started,text_42.stopped,text_51.started,text_51.stopped,recall_StartTime,recall_EndTime,image_18.started,image_18.stopped,text_69.started,text_69.stopped,recall_audio.filename,recall_audio.started,recall_audio.stopped,key_resp_25.keys,key_resp_25.rt,key_resp_25.started,key_resp_25.stopped,text_80.started,text_80.stopped,participant,sA,sB,lA,lB,block_struct,block,behavioral,random_seed,part,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,[21 12 11 42 41 22 31 32],[3 4 2 1 3 1 2 4],11.496649640999749,None,space,0.741693743999349,11.496649640999749,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,030422,1,3,0,2,3,1,0,52,2,2022_Mar_04_1247,recall_fmri,3.2.4,59.949162390602595,
3,,,,,0,0,0,0,0,0,0,0,,,,,0,0,0,0,,,,,,,,,12.263252767001177,None,equal,25.48982010200052,12.263252767001177,None,26.286577883000064,12.263252767001177,None,12.263252767001177,None,12.263252767001177,None,12.263252767001177,None,0.0007944580011098878,37.787065832000735,None,6.005301471001076,43.785860355001205,None,1,1.329098026999418,43.785860355001205,None,43.785860355001205,None,43.785860355001205,None,7.37256101300045,193.79980863400124,45.229398469000444,None,45.229398469000444,None,/Users/columbiadpml/Documents/GitHub/ebs/fMRI experiment/psychopy code/data/030422_bk1_pt2_recall_fmri_wav/recall_audio-1646416100.211.wav,0.009097846001168364,None,1,186.32467828399967,45.229398469000444,None,45.229398469000444,None,030422,1,3,0,2,3,1,0,52,2,2022_Mar_04_1247,recall_fmri,3.2.4,59.949162390602595,
3,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,193.80383005500153,231.57995451700117,None,199.80328407800152,,,,,,,,,,,,,,,,,,,,,,,,,,030422,1,3,0,2,3,1,0,52,2,2022_Mar_04_1247,recall_fmri,3.2.4,59.949162390602595,
4,,,,,0,0,0,0,0,1,1,1,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,237.58075868699962,None,1,1.8991928909999842,237.58075868699962,None,237.58075868699962,None,237.58075868699962,None,201.71718757500093,325.08212564300084,239.51321852600086,None,239.51321852600086,None,/Users/columbiadpml/Documents/GitHub/ebs/fMRI experiment/psychopy code/data/030422_bk1_pt2_recall_fmri_wav/recall_audio-1646416294.498.wav,0.016567084598136717,None,1,123.3228523100006,239.51321852600086,None,239.51321852600086,None,030422,1,3,0,2,3,1,0,52,2,2022_Mar_04_1247,recall_fmri,3.2.4,59.949162390602595,
﻿count,behav_recall_instructions.thisRepN,behav_recall_instructions.thisTrialN,behav_recall_instructions.thisN,behav_recall_instructions.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,trials_13.thisRepN,trials_13.thisTrialN,trials_13.thisN,trials_13.thisIndex,trials_17.thisRepN,trials_17.thisTrialN,trials_17.thisN,trials_17.thisIndex,story_list_block1,action_list_block1,text_76.started,text_76.stopped,key_resp_30.keys,key_resp_30.rt,key_resp_30.started,key_resp_30.stopped,textTrigger.started,textTrigger.stopped,getTrigger.keys,getTrigger.rt,getTrigger.started,getTrigger.stopped,triggerTime,text_77.started,text_77.stopped,text_78.started,text_78.stopped,text_81.started,text_81.stopped,text_82.started,text_82.stopped,waitStart,image_23.started,image_23.stopped,waitEnd,text_41.started,text_41.stopped,key_resp_26.keys,key_resp_26.rt,key_resp_26.started,key_resp_26.stopped,text_42.started,text_42.stopped,text_51.started,text_51.stopped,recall_StartTime,recall_EndTime,image_18.started,image_18.stopped,text_69.started,text_69.stopped,recall_audio.filename,recall_audio.started,recall_audio.stopped,key_resp_25.keys,key_resp_25.rt,key_resp_25.started,key_resp_25.stopped,text_80.started,text_80.stopped,participant,sA,sB,lA,lB,block_struct,block,behavioral,random_seed,part,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,[21 12 11 42 41 22 31 32],[3 4 2 1 3 1 2 4],11.496649640999749,None,space,0.741693743999349,11.496649640999749,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,030422,1,3,0,2,3,1,0,52,2,2022_Mar_04_1247,recall_fmri,3.2.4,59.949162390602595,
3,,,,,0,0,0,0,0,0,0,0,,,,,0,0,0,0,,,,,,,,,12.263252767001177,None,equal,25.48982010200052,12.263252767001177,None,26.286577883000064,12.263252767001177,None,12.263252767001177,None,12.263252767001177,None,12.263252767001177,None,0.0007944580011098878,37.787065832000735,None,6.005301471001076,43.785860355001205,None,1,1.329098026999418,43.785860355001205,None,43.785860355001205,None,43.785860355001205,None,7.37256101300045,193.79980863400124,45.229398469000444,None,45.229398469000444,None,/Users/columbiadpml/Documents/GitHub/ebs/fMRI experiment/psychopy code/data/030422_bk1_pt2_recall_fmri_wav/recall_audio-1646416100.211.wav,0.009097846001168364,None,1,186.32467828399967,45.229398469000444,None,45.229398469000444,None,030422,1,3,0,2,3,1,0,52,2,2022_Mar_04_1247,recall_fmri,3.2.4,59.949162390602595,
3,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,193.80383005500153,231.57995451700117,None,199.80328407800152,,,,,,,,,,,,,,,,,,,,,,,,,,030422,1,3,0,2,3,1,0,52,2,2022_Mar_04_1247,recall_fmri,3.2.4,59.949162390602595,
4,,,,,0,0,0,0,0,1,1,1,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,237.58075868699962,None,1,1.8991928909999842,237.58075868699962,None,237.58075868699962,None,237.58075868699962,None,201.71718757500093,325.08212564300084,239.51321852600086,None,239.51321852600086,None,/Users/columbiadpml/Documents/GitHub/ebs/fMRI experiment/psychopy code/data/030422_bk1_pt2_recall_fmri_wav/recall_audio-1646416294.498.wav,0.016567084598136717,None,1,123.3228523100006,239.51321852600086,None,239.51321852600086,None,030422,1,3,0,2,3,1,0,52,2,2022_Mar_04_1247,recall_fmri,3.2.4,59.949162390602595,
4,,,,,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,325.08511997700043,362.86342519900063,None,331.0821571230008,,,,,,,,,,,,,,,,,,,,,,,,,,030422,1,3,0,2,3,1,0,52,2,2022_Mar_04_1247,recall_fmri,3.2.4,59.949162390602595,
5,,,,,0,0,0,0,0,2,2,2,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,368.8637472390001,None,1,1.1483368350000092,368.8637472390001,None,368.8637472390001,None,368.8637472390001,None,332.2499825190007,500.4820758200003,370.0476201040001,None,370.0476201040001,None,/Users/columbiadpml/Documents/GitHub/ebs/fMRI experiment/psychopy code/data/030422_bk1_pt2_recall_fmri_wav/recall_audio-1646416425.030.wav,0.0006564497998624574,None,1,168.19747548399937,370.0476201040001,None,370.0476201040001,None,030422,1,3,0,2,3,1,0,52,2,2022_Mar_04_1247,recall_fmri,3.2.4,59.949162390602595,
