count,behav_recall_instructions.thisRepN,behav_recall_instructions.thisTrialN,behav_recall_instructions.thisN,behav_recall_instructions.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,trials_13.thisRepN,trials_13.thisTrialN,trials_13.thisN,trials_13.thisIndex,trials_17.thisRepN,trials_17.thisTrialN,trials_17.thisN,trials_17.thisIndex,story_list_block1,action_list_block1,text_76.started,text_76.stopped,key_resp_30.keys,key_resp_30.rt,key_resp_30.started,key_resp_30.stopped,textTrigger.started,textTrigger.stopped,getTrigger.keys,getTrigger.rt,getTrigger.started,getTrigger.stopped,triggerTime,text_77.started,text_77.stopped,text_78.started,text_78.stopped,text_81.started,text_81.stopped,text_82.started,text_82.stopped,waitStart,image_23.started,image_23.stopped,waitEnd,text_41.started,text_41.stopped,key_resp_26.keys,key_resp_26.rt,key_resp_26.started,key_resp_26.stopped,text_42.started,text_42.stopped,text_51.started,text_51.stopped,recall_StartTime,recall_EndTime,image_18.started,image_18.stopped,text_69.started,text_69.stopped,recall_audio.filename,recall_audio.started,recall_audio.stopped,key_resp_25.keys,key_resp_25.rt,key_resp_25.started,key_resp_25.stopped,text_80.started,text_80.stopped,participant,sA,sB,lA,lB,block_struct,block,behavioral,random_seed,part,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,[21 12 11 42 41 22 31 32],[3 4 2 1 3 1 2 4],10.430980162000196,None,space,59.2863533510008,10.430980162000196,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,030422,1,3,0,2,3,1,0,52,1,2022_Mar_04_1237,recall_fmri,3.2.4,60.53573825688361,
0,,,,,0,0,0,0,0,0,0,0,,,,,0,0,0,0,,,,,,,,,69.7645115790001,None,equal,22.459853197000484,69.7645115790001,None,81.82122262000121,69.7645115790001,None,69.7645115790001,None,69.7645115790001,None,69.7645115790001,None,0.0008436549996986287,92.25007857899982,None,6.000323481999658,98.26413174499976,None,1,2.566197321999425,98.26413174499976,None,98.26413174499976,None,98.26413174499976,None,8.599634104999495,113.51645335099965,100.91542016899984,None,100.91542016899984,None,/Users/columbiadpml/Documents/GitHub/ebs/fMRI experiment/psychopy code/data/030422_bk1_pt1_recall_fmri_wav/recall_audio-1646415569.906.wav,0.008879035500285681,None,1,104.8289037100003,100.91542016899984,None,100.91542016899984,None,030422,1,3,0,2,3,1,0,52,1,2022_Mar_04_1237,recall_fmri,3.2.4,60.53573825688361,
﻿count,behav_recall_instructions.thisRepN,behav_recall_instructions.thisTrialN,behav_recall_instructions.thisN,behav_recall_instructions.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,trials_13.thisRepN,trials_13.thisTrialN,trials_13.thisN,trials_13.thisIndex,trials_17.thisRepN,trials_17.thisTrialN,trials_17.thisN,trials_17.thisIndex,story_list_block1,action_list_block1,text_76.started,text_76.stopped,key_resp_30.keys,key_resp_30.rt,key_resp_30.started,key_resp_30.stopped,textTrigger.started,textTrigger.stopped,getTrigger.keys,getTrigger.rt,getTrigger.started,getTrigger.stopped,triggerTime,text_77.started,text_77.stopped,text_78.started,text_78.stopped,text_81.started,text_81.stopped,text_82.started,text_82.stopped,waitStart,image_23.started,image_23.stopped,waitEnd,text_41.started,text_41.stopped,key_resp_26.keys,key_resp_26.rt,key_resp_26.started,key_resp_26.stopped,text_42.started,text_42.stopped,text_51.started,text_51.stopped,recall_StartTime,recall_EndTime,image_18.started,image_18.stopped,text_69.started,text_69.stopped,recall_audio.filename,recall_audio.started,recall_audio.stopped,key_resp_25.keys,key_resp_25.rt,key_resp_25.started,key_resp_25.stopped,text_80.started,text_80.stopped,participant,sA,sB,lA,lB,block_struct,block,behavioral,random_seed,part,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,[21 12 11 42 41 22 31 32],[3 4 2 1 3 1 2 4],10.430980162000196,None,space,59.2863533510008,10.430980162000196,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,030422,1,3,0,2,3,1,0,52,1,2022_Mar_04_1237,recall_fmri,3.2.4,60.53573825688361,
0,,,,,0,0,0,0,0,0,0,0,,,,,0,0,0,0,,,,,,,,,69.7645115790001,None,equal,22.459853197000484,69.7645115790001,None,81.82122262000121,69.7645115790001,None,69.7645115790001,None,69.7645115790001,None,69.7645115790001,None,0.0008436549996986287,92.25007857899982,None,6.000323481999658,98.26413174499976,None,1,2.566197321999425,98.26413174499976,None,98.26413174499976,None,98.26413174499976,None,8.599634104999495,113.51645335099965,100.91542016899984,None,100.91542016899984,None,/Users/columbiadpml/Documents/GitHub/ebs/fMRI experiment/psychopy code/data/030422_bk1_pt1_recall_fmri_wav/recall_audio-1646415569.906.wav,0.008879035500285681,None,1,104.8289037100003,100.91542016899984,None,100.91542016899984,None,030422,1,3,0,2,3,1,0,52,1,2022_Mar_04_1237,recall_fmri,3.2.4,60.53573825688361,
0,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113.51933689999896,205.7664678149995,None,119.51625221899849,,,,,,,,,,,,,,,,,,,,,,,,,,030422,1,3,0,2,3,1,0,52,1,2022_Mar_04_1237,recall_fmri,3.2.4,60.53573825688361,
1,,,,,0,0,0,0,0,1,1,1,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,211.7659280120006,None,1,2.0322572290006065,211.7659280120006,None,211.7659280120006,None,211.7659280120006,None,121.56691311599934,257.2168053059995,213.82921692700074,None,213.82921692700074,None,/Users/columbiadpml/Documents/GitHub/ebs/fMRI experiment/psychopy code/data/030422_bk1_pt1_recall_fmri_wav/recall_audio-1646415682.816.wav,0.016326872802892467,None,1,135.60392602299908,213.82921692700074,None,213.82921692700074,None,030422,1,3,0,2,3,1,0,52,1,2022_Mar_04_1237,recall_fmri,3.2.4,60.53573825688361,
﻿count,behav_recall_instructions.thisRepN,behav_recall_instructions.thisTrialN,behav_recall_instructions.thisN,behav_recall_instructions.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,trials_13.thisRepN,trials_13.thisTrialN,trials_13.thisN,trials_13.thisIndex,trials_17.thisRepN,trials_17.thisTrialN,trials_17.thisN,trials_17.thisIndex,story_list_block1,action_list_block1,text_76.started,text_76.stopped,key_resp_30.keys,key_resp_30.rt,key_resp_30.started,key_resp_30.stopped,textTrigger.started,textTrigger.stopped,getTrigger.keys,getTrigger.rt,getTrigger.started,getTrigger.stopped,triggerTime,text_77.started,text_77.stopped,text_78.started,text_78.stopped,text_81.started,text_81.stopped,text_82.started,text_82.stopped,waitStart,image_23.started,image_23.stopped,waitEnd,text_41.started,text_41.stopped,key_resp_26.keys,key_resp_26.rt,key_resp_26.started,key_resp_26.stopped,text_42.started,text_42.stopped,text_51.started,text_51.stopped,recall_StartTime,recall_EndTime,image_18.started,image_18.stopped,text_69.started,text_69.stopped,recall_audio.filename,recall_audio.started,recall_audio.stopped,key_resp_25.keys,key_resp_25.rt,key_resp_25.started,key_resp_25.stopped,text_80.started,text_80.stopped,participant,sA,sB,lA,lB,block_struct,block,behavioral,random_seed,part,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,[21 12 11 42 41 22 31 32],[3 4 2 1 3 1 2 4],10.430980162000196,None,space,59.2863533510008,10.430980162000196,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,030422,1,3,0,2,3,1,0,52,1,2022_Mar_04_1237,recall_fmri,3.2.4,60.53573825688361,
