count,behav_recall_instructions.thisRepN,behav_recall_instructions.thisTrialN,behav_recall_instructions.thisN,behav_recall_instructions.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_20.thisRepN,trials_20.thisTrialN,trials_20.thisN,trials_20.thisIndex,trials_18.thisRepN,trials_18.thisTrialN,trials_18.thisN,trials_18.thisIndex,trials_19.thisRepN,trials_19.thisTrialN,trials_19.thisN,trials_19.thisIndex,trials_8.thisRepN,trials_8.thisTrialN,trials_8.thisN,trials_8.thisIndex,story_list_block2,action_list_block2,text_76.started,text_76.stopped,key_resp_30.keys,key_resp_30.rt,key_resp_30.started,key_resp_30.stopped,textTrigger.started,textTrigger.stopped,getTrigger.keys,getTrigger.rt,getTrigger.started,getTrigger.stopped,triggerTime,text_77.started,text_77.stopped,text_78.started,text_78.stopped,waitStart,image_23.started,image_23.stopped,waitEnd,text_41.started,text_41.stopped,key_resp_26.keys,key_resp_26.rt,key_resp_26.started,key_resp_26.stopped,text_42.started,text_42.stopped,text_51.started,text_51.stopped,recall_StartTime,recall_EndTime,image_20.started,image_20.stopped,text_75.started,text_75.stopped,recall_audio_2.filename,recall_audio_2.started,recall_audio_2.stopped,key_resp_27.keys,key_resp_27.rt,key_resp_27.started,key_resp_27.stopped,text_79.started,text_79.stopped,text_36.started,text_36.stopped,participant,sA,sB,lA,lB,block_struct,block,behavioral,random_seed,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[23 34 21 32 12 41 43 14],[1 1 3 3 2 2 4 4],12.982945663003193,None,space,3.766617667999526,12.982945663003193,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111721,1,2,0,1,1,2,0,38,2021_Nov_17_1216,recall_fmri,3.2.4,60.26354852812667,
0,,,,,,,,,0,0,0,0,0,0,0,0,,,,,0,0,0,0,,,,,,,,,,,,,16.769212934003008,None,equal,26.09710672500296,16.769212934003008,None,29.903628407002543,16.769212934003008,None,16.769212934003008,None,0.00029892199745518155,42.88663010300297,None,5.999340613998356,48.899882104000426,None,6,1.3964245759998448,48.899882104000426,None,48.899882104000426,None,48.899882104000426,None,7.434046127997135,112.59891015699759,50.39991319500041,None,50.39991319500041,None,/Users/columbiadpml/Documents/GitHub/ebs/fMRI experiment/psychopy code/data/111721_bk2_recall_fmri_wav/recall_audio_2-1637169456.380.wav,0.00789101349801058,None,6,105.06839644199863,50.39991319500041,None,50.39991319500041,None,,,111721,1,2,0,1,1,2,0,38,2021_Nov_17_1216,recall_fmri,3.2.4,60.26354852812667,
0,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112.6025708149973,155.4867519770014,None,118.5994243569985,,,,,,,,,,,,,,,,,,,,,,,,,,,,111721,1,2,0,1,1,2,0,38,2021_Nov_17_1216,recall_fmri,3.2.4,60.26354852812667,
1,,,,,,,,,0,0,0,0,0,1,1,1,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,161.49830611400102,None,6,0.8100077870003588,161.49830611400102,None,161.49830611400102,None,161.49830611400102,None,119.44451844399737,190.2826521349998,162.3475487370015,None,162.3475487370015,None,/Users/columbiadpml/Documents/GitHub/ebs/fMRI experiment/psychopy code/data/111721_bk2_recall_fmri_wav/recall_audio_2-1637169568.335.wav,0.013536957598262234,None,6,70.79974679999941,162.3475487370015,None,162.3475487370015,None,,,111721,1,2,0,1,1,2,0,38,2021_Nov_17_1216,recall_fmri,3.2.4,60.26354852812667,
1,,,,,,,,,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,190.28578497799754,233.1704176910025,None,196.28271310499986,,,,,,,,,,,,,,,,,,,,,,,,,,,,111721,1,2,0,1,1,2,0,38,2021_Nov_17_1216,recall_fmri,3.2.4,60.26354852812667,
2,,,,,,,,,0,0,0,0,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,196.2851656089988,239.1703671230025,239.1703671230025,202.28297200700035,,,,,,,,,,,,,,,,,,,,,,,,,,,,111721,1,2,0,1,1,2,0,38,2021_Nov_17_1216,recall_fmri,3.2.4,60.26354852812667,
3,,,,,,,,,0,0,0,0,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202.2857401759975,245.17997171400202,245.17997171400202,208.29257960999894,,,,,,,,,,,,,,,,,,,,,,,,,,,,111721,1,2,0,1,1,2,0,38,2021_Nov_17_1216,recall_fmri,3.2.4,60.26354852812667,
4,,,,,,,,,0,0,0,0,0,4,4,4,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,251.18009685500147,None,6,0.9842193219992623,251.18009685500147,None,251.18009685500147,None,251.18009685500147,None,209.30103729300026,303.64083312599905,252.19615611300105,None,252.19615611300105,None,/Users/columbiadpml/Documents/GitHub/ebs/fMRI experiment/psychopy code/data/111721_bk2_recall_fmri_wav/recall_audio_2-1637169658.191.wav,0.01343533259932883,None,6,94.31506264400014,252.19615611300105,None,252.19615611300105,None,,,111721,1,2,0,1,1,2,0,38,2021_Nov_17_1216,recall_fmri,3.2.4,60.26354852812667,
4,,,,,,,,,0,0,0,0,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,303.6441174549982,346.5288406159998,None,309.6488468889984,,,,,,,,,,,,,,,,,,,,,,,,,,,,111721,1,2,0,1,1,2,0,38,2021_Nov_17_1216,recall_fmri,3.2.4,60.26354852812667,
5,,,,,,,,,0,0,0,0,0,5,5,5,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,352.5459039920024,None,6,0.8872485709980538,352.5459039920024,None,352.5459039920024,None,352.5459039920024,None,310.56725045499843,437.7493517769981,353.4707313150029,None,353.4707313150029,None,/Users/columbiadpml/Documents/GitHub/ebs/fMRI experiment/psychopy code/data/111721_bk2_recall_fmri_wav/recall_audio_2-1637169759.459.wav,0.011716027598595247,None,6,127.1426062899991,353.4707313150029,None,353.4707313150029,None,,,111721,1,2,0,1,1,2,0,38,2021_Nov_17_1216,recall_fmri,3.2.4,60.26354852812667,
