behav_recall_instructions.thisRepN,behav_recall_instructions.thisTrialN,behav_recall_instructions.thisN,behav_recall_instructions.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,count,trials_13.thisRepN,trials_13.thisTrialN,trials_13.thisN,trials_13.thisIndex,trials_17.thisRepN,trials_17.thisTrialN,trials_17.thisN,trials_17.thisIndex,story_list_block1,action_list_block1,text_76.started,text_76.stopped,key_resp_30.keys,key_resp_30.rt,key_resp_30.started,key_resp_30.stopped,textTrigger.started,textTrigger.stopped,getTrigger.keys,getTrigger.rt,getTrigger.started,getTrigger.stopped,triggerTime,text_77.started,text_77.stopped,text_78.started,text_78.stopped,waitStart,image_23.started,image_23.stopped,waitEnd,participant,sA,sB,lA,lB,block_struct,block,behavioral,random_seed,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,[33 22 11 44 42 13 24 31],[3 3 4 4 2 2 1 1],11.363162126000134,None,space,71.86049900499984,11.363162126000134,None,,,,,,,,,,,,,,,,031321,1,2,1,2,1,1,0,44,2021_Mar_13_1508,recall_fmri,3.2.4,60.09689061098613,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.2459108640005,None,equal,22.985498987000028,83.2459108640005,None,94.89570880800056,83.2459108640005,None,83.2459108640005,None,0.0003977169999416219,106.26406837100058,None,5.999392951999653,,,,,,,,,,,,,,
﻿count,behav_recall_instructions.thisRepN,behav_recall_instructions.thisTrialN,behav_recall_instructions.thisN,behav_recall_instructions.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,trials_13.thisRepN,trials_13.thisTrialN,trials_13.thisN,trials_13.thisIndex,trials_17.thisRepN,trials_17.thisTrialN,trials_17.thisN,trials_17.thisIndex,story_list_block1,action_list_block1,text_76.started,text_76.stopped,key_resp_30.keys,key_resp_30.rt,key_resp_30.started,key_resp_30.stopped,textTrigger.started,textTrigger.stopped,getTrigger.keys,getTrigger.rt,getTrigger.started,getTrigger.stopped,triggerTime,text_77.started,text_77.stopped,text_78.started,text_78.stopped,waitStart,image_23.started,image_23.stopped,waitEnd,participant,sA,sB,lA,lB,block_struct,block,behavioral,random_seed,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,[33 22 11 44 42 13 24 31],[3 3 4 4 2 2 1 1],11.363162126000134,None,space,71.86049900499984,11.363162126000134,None,,,,,,,,,,,,,,,,031321,1,2,1,2,1,1,0,44,2021_Mar_13_1508,recall_fmri,3.2.4,60.09689061098613,
0,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,83.2459108640005,None,equal,22.985498987000028,83.2459108640005,None,94.89570880800056,83.2459108640005,None,83.2459108640005,None,6.00798585099983,112.26367905799998,112.26367905799998,11.999421818999508,031321,1,2,1,2,1,1,0,44,2021_Mar_13_1508,recall_fmri,3.2.4,60.09689061098613,
﻿count,behav_recall_instructions.thisRepN,behav_recall_instructions.thisTrialN,behav_recall_instructions.thisN,behav_recall_instructions.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,trials_13.thisRepN,trials_13.thisTrialN,trials_13.thisN,trials_13.thisIndex,trials_17.thisRepN,trials_17.thisTrialN,trials_17.thisN,trials_17.thisIndex,story_list_block1,action_list_block1,text_76.started,text_76.stopped,key_resp_30.keys,key_resp_30.rt,key_resp_30.started,key_resp_30.stopped,textTrigger.started,textTrigger.stopped,getTrigger.keys,getTrigger.rt,getTrigger.started,getTrigger.stopped,triggerTime,text_77.started,text_77.stopped,text_78.started,text_78.stopped,waitStart,image_23.started,image_23.stopped,waitEnd,text_41.started,text_41.stopped,key_resp_26.keys,key_resp_26.rt,key_resp_26.started,key_resp_26.stopped,text_42.started,text_42.stopped,text_51.started,text_51.stopped,recall_StartTime,recall_EndTime,image_18.started,image_18.stopped,text_69.started,text_69.stopped,recall_audio.filename,recall_audio.started,recall_audio.stopped,key_resp_25.keys,key_resp_25.rt,key_resp_25.started,key_resp_25.stopped,text_80.started,text_80.stopped,participant,sA,sB,lA,lB,block_struct,block,behavioral,random_seed,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,[33 22 11 44 42 13 24 31],[3 3 4 4 2 2 1 1],11.363162126000134,None,space,71.86049900499984,11.363162126000134,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,031321,1,2,1,2,1,1,0,44,2021_Mar_13_1508,recall_fmri,3.2.4,60.09689061098613,
0,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,83.2459108640005,None,equal,22.985498987000028,83.2459108640005,None,94.89570880800056,83.2459108640005,None,83.2459108640005,None,6.00798585099983,112.26367905799998,112.26367905799998,11.999421818999508,,,,,,,,,,,,,,,,,,,,,,,,,,031321,1,2,1,2,1,1,0,44,2021_Mar_13_1508,recall_fmri,3.2.4,60.09689061098613,
1,,,,,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.002455128999827,118.26331614399987,118.26331614399987,17.99968469199939,,,,,,,,,,,,,,,,,,,,,,,,,,031321,1,2,1,2,1,1,0,44,2021_Mar_13_1508,recall_fmri,3.2.4,60.09689061098613,
2,,,,,0,0,0,0,0,2,2,2,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,124.26370209800007,None,2,2.416695099000208,124.26370209800007,None,124.26370209800007,None,124.26370209800007,None,20.450961663999806,164.36625208900023,126.79727665500013,None,126.79727665500013,None,/Users/columbiadpml/Documents/GitHub/ebs/fMRI experiment/psychopy code/data/031321_bk1_recall_fmri_wav/recall_audio-1615666257.786.wav,0.012452549999579787,None,2,143.80211259099997,126.79727665500013,None,126.79727665500013,None,031321,1,2,1,2,1,1,0,44,2021_Mar_13_1508,recall_fmri,3.2.4,60.09689061098613,
﻿count,behav_recall_instructions.thisRepN,behav_recall_instructions.thisTrialN,behav_recall_instructions.thisN,behav_recall_instructions.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,trials_13.thisRepN,trials_13.thisTrialN,trials_13.thisN,trials_13.thisIndex,trials_17.thisRepN,trials_17.thisTrialN,trials_17.thisN,trials_17.thisIndex,story_list_block1,action_list_block1,text_76.started,text_76.stopped,key_resp_30.keys,key_resp_30.rt,key_resp_30.started,key_resp_30.stopped,textTrigger.started,textTrigger.stopped,getTrigger.keys,getTrigger.rt,getTrigger.started,getTrigger.stopped,triggerTime,text_77.started,text_77.stopped,text_78.started,text_78.stopped,waitStart,image_23.started,image_23.stopped,waitEnd,text_41.started,text_41.stopped,key_resp_26.keys,key_resp_26.rt,key_resp_26.started,key_resp_26.stopped,text_42.started,text_42.stopped,text_51.started,text_51.stopped,recall_StartTime,recall_EndTime,image_18.started,image_18.stopped,text_69.started,text_69.stopped,recall_audio.filename,recall_audio.started,recall_audio.stopped,key_resp_25.keys,key_resp_25.rt,key_resp_25.started,key_resp_25.stopped,text_80.started,text_80.stopped,participant,sA,sB,lA,lB,block_struct,block,behavioral,random_seed,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,[33 22 11 44 42 13 24 31],[3 3 4 4 2 2 1 1],11.363162126000134,None,space,71.86049900499984,11.363162126000134,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,031321,1,2,1,2,1,1,0,44,2021_Mar_13_1508,recall_fmri,3.2.4,60.09689061098613,
0,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,83.2459108640005,None,equal,22.985498987000028,83.2459108640005,None,94.89570880800056,83.2459108640005,None,83.2459108640005,None,6.00798585099983,112.26367905799998,112.26367905799998,11.999421818999508,,,,,,,,,,,,,,,,,,,,,,,,,,031321,1,2,1,2,1,1,0,44,2021_Mar_13_1508,recall_fmri,3.2.4,60.09689061098613,
1,,,,,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.002455128999827,118.26331614399987,118.26331614399987,17.99968469199939,,,,,,,,,,,,,,,,,,,,,,,,,,031321,1,2,1,2,1,1,0,44,2021_Mar_13_1508,recall_fmri,3.2.4,60.09689061098613,
2,,,,,0,0,0,0,0,2,2,2,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,124.26370209800007,None,2,2.416695099000208,124.26370209800007,None,124.26370209800007,None,124.26370209800007,None,20.450961663999806,164.36625208900023,126.79727665500013,None,126.79727665500013,None,/Users/columbiadpml/Documents/GitHub/ebs/fMRI experiment/psychopy code/data/031321_bk1_recall_fmri_wav/recall_audio-1615666257.786.wav,0.012452549999579787,None,2,143.80211259099997,126.79727665500013,None,126.79727665500013,None,031321,1,2,1,2,1,1,0,44,2021_Mar_13_1508,recall_fmri,3.2.4,60.09689061098613,
