count,behav_recall_instructions.thisRepN,behav_recall_instructions.thisTrialN,behav_recall_instructions.thisN,behav_recall_instructions.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,trials_13.thisRepN,trials_13.thisTrialN,trials_13.thisN,trials_13.thisIndex,trials_17.thisRepN,trials_17.thisTrialN,trials_17.thisN,trials_17.thisIndex,story_list_block1,action_list_block1,text_76.started,text_76.stopped,key_resp_30.keys,key_resp_30.rt,key_resp_30.started,key_resp_30.stopped,textTrigger.started,textTrigger.stopped,getTrigger.keys,getTrigger.rt,getTrigger.started,getTrigger.stopped,triggerTime,text_77.started,text_77.stopped,text_78.started,text_78.stopped,waitStart,image_23.started,image_23.stopped,waitEnd,text_41.started,text_41.stopped,key_resp_26.keys,key_resp_26.rt,key_resp_26.started,key_resp_26.stopped,text_42.started,text_42.stopped,text_51.started,text_51.stopped,recall_StartTime,recall_EndTime,image_18.started,image_18.stopped,text_69.started,text_69.stopped,recall_audio.filename,recall_audio.started,recall_audio.stopped,key_resp_25.keys,key_resp_25.rt,key_resp_25.started,key_resp_25.stopped,text_80.started,text_80.stopped,participant,sA,sB,lA,lB,block_struct,block,behavioral,random_seed,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,[33 44 11 13 42 31 22 24],[3 4 1 3 2 1 2 4],18.584653072000000,None,space,30.396384689000100,18.584653072000000,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102921,0,2,1,2,1,1,0,20,2021_Oct_29_1555,recall_fmri,3.2.4,59.75571683709940,
0,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,49.001618439000600,None,equal,66.92398713500010,49.001618439000600,None,97.35821314400070,49.001618439000600,None,49.001618439000600,None,6.0082294239991800,121.9477483970000,121.9477483970000,12.000162317999600,,,,,,,,,,,,,,,,,,,,,,,,,,102921,0,2,1,2,1,1,0,20,2021_Oct_29_1555,recall_fmri,3.2.4,59.75571683709940,
1,,,,,0,0,0,0,0,1,1,1,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,127.95135655400000,None,2,17.368233088000100,127.95135655400000,None,127.95135655400000,None,127.95135655400000,None,29.401264629999800,130.3161321029990,145.44773224800000,None,145.44773224800000,None,/Users/columbiadpml/Documents/GitHub/ebs/fMRI experiment/psychopy code/data/102921_bk1_recall_fmri_wav/recall_audio-1635537486.424.wav,0.00861951200022304,None,2,100.7878550410000,145.44773224800000,None,145.44773224800000,None,102921,0,2,1,2,1,1,0,20,2021_Oct_29_1555,recall_fmri,3.2.4,59.75571683709940,
1,,,,,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,130.31890436000000,246.26486205700000,None,136.3166983890000,,,,,,,,,,,,,,,,,,,,,,,,,,102921,0,2,1,2,1,1,0,20,2021_Oct_29_1555,recall_fmri,3.2.4,59.75571683709940,
2,,,,,0,0,0,0,0,2,2,2,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,252.26424725500100,None,2,1.3922575220003600,252.26424725500100,None,252.26424725500100,None,252.26424725500100,None,137.73354703300000,229.04978207599900,253.6981268060000,None,253.6981268060000,None,/Users/columbiadpml/Documents/GitHub/ebs/fMRI experiment/psychopy code/data/102921_bk1_recall_fmri_wav/recall_audio-1635537594.685.wav,0.01247402033459370,None,2,91.27942450699990,253.6981268060000,None,253.6981268060000,None,102921,0,2,1,2,1,1,0,20,2021_Oct_29_1555,recall_fmri,3.2.4,59.75571683709940,
2,,,,,0,0,0,0,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,229.05357457800000,344.99798579600000,None,235.04994110300000,,,,,,,,,,,,,,,,,,,,,,,,,,102921,0,2,1,2,1,1,0,20,2021_Oct_29_1555,recall_fmri,3.2.4,59.75571683709940,
3,,,,,0,0,0,0,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,235.05232053299900,350.9979356740010,350.9979356740010,241.0493171929990,,,,,,,,,,,,,,,,,,,,,,,,,,102921,0,2,1,2,1,1,0,20,2021_Oct_29_1555,recall_fmri,3.2.4,59.75571683709940,
4,,,,,0,0,0,0,0,4,4,4,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,356.9981706210000,None,2,1.9394017139993600,356.9981706210000,None,356.9981706210000,None,356.9981706210000,None,243.01796859500000,361.6003318110000,358.98123954200000,None,358.98123954200000,None,/Users/columbiadpml/Documents/GitHub/ebs/fMRI experiment/psychopy code/data/102921_bk1_recall_fmri_wav/recall_audio-1635537700.968.wav,0.013776194334241200,None,2,118.54533501700000,358.98123954200000,None,358.98123954200000,None,102921,0,2,1,2,1,1,0,20,2021_Oct_29_1555,recall_fmri,3.2.4,59.75571683709940,
4,,,,,0,0,0,0,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,361.60473374999900,477.54845535500000,None,367.59976756500000,,,,,,,,,,,,,,,,,,,,,,,,,,102921,0,2,1,2,1,1,0,20,2021_Oct_29_1555,recall_fmri,3.2.4,59.75571683709940,
5,,,,,0,0,0,0,0,5,5,5,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,483.54788561000000,None,2,1.4216134240005000,483.54788561000000,None,483.54788561000000,None,483.54788561000000,None,369.05148015300000,470.3168008119990,485.01290463000000,None,485.01290463000000,None,/Users/columbiadpml/Documents/GitHub/ebs/fMRI experiment/psychopy code/data/102921_bk1_recall_fmri_wav/recall_audio-1635537826.003.wav,0.012702681334303600,None,2,101.23156909500000,485.01290463000000,None,485.01290463000000,None,102921,0,2,1,2,1,1,0,20,2021_Oct_29_1555,recall_fmri,3.2.4,59.75571683709940,
