count,behav_recall_instructions.thisRepN,behav_recall_instructions.thisTrialN,behav_recall_instructions.thisN,behav_recall_instructions.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,trials_13.thisRepN,trials_13.thisTrialN,trials_13.thisN,trials_13.thisIndex,trials_17.thisRepN,trials_17.thisTrialN,trials_17.thisN,trials_17.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_8.thisRepN,trials_8.thisTrialN,trials_8.thisN,trials_8.thisIndex,story_list_block1,action_list_block1,text_76.started,text_76.stopped,key_resp_30.keys,key_resp_30.rt,key_resp_30.started,key_resp_30.stopped,textTrigger.started,textTrigger.stopped,getTrigger.keys,getTrigger.rt,getTrigger.started,getTrigger.stopped,triggerTime,text_77.started,text_77.stopped,text_78.started,text_78.stopped,waitStart,image_23.started,image_23.stopped,waitEnd,text_41.started,text_41.stopped,key_resp_26.keys,key_resp_26.rt,key_resp_26.started,key_resp_26.stopped,text_42.started,text_42.stopped,text_51.started,text_51.stopped,recall_StartTime,recall_EndTime,image_18.started,image_18.stopped,text_69.started,text_69.stopped,recall_audio.filename,recall_audio.started,recall_audio.stopped,key_resp_25.keys,key_resp_25.rt,key_resp_25.started,key_resp_25.stopped,text_80.started,text_80.stopped,text_36.started,text_36.stopped,participant,sA,sB,lA,lB,block_struct,block,behavioral,random_seed,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[33 44 11 13 42 31 22 24],[3 4 1 3 2 1 2 4],9.481714466000085,None,space,0.9781977960001313,9.481714466000085,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102921,0,2,1,2,1,1,0,20,2021_Oct_29_1609,recall_fmri,3.2.4,59.85591794670544,
0,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,10.489332191999893,None,equal,44.551629090999995,10.489332191999893,None,45.587603327999204,10.489332191999893,None,10.489332191999893,None,6.010646526000528,61.08194352699957,61.08194352699957,12.015490018000492,,,,,,,,,,,,,,,,,,,,,,,,,,,,102921,0,2,1,2,1,1,0,20,2021_Oct_29_1609,recall_fmri,3.2.4,59.85591794670544,
1,,,,,0,0,0,0,0,1,1,1,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.08929244999945,None,space,0.5408010069995726,67.08929244999945,None,67.08929244999945,None,67.08929244999945,None,12.592842611000378,13.066279235000366,67.75598779099982,None,67.75598779099982,None,/Users/columbiadpml/Documents/GitHub/ebs/fMRI experiment/psychopy code/data/102921_bk1_recall_fmri_wav/recall_audio-1635538234.740.wav,0.009222508399943763,None,space,0.3668306119998306,67.75598779099982,None,67.75598779099982,None,,,102921,0,2,1,2,1,1,0,20,2021_Oct_29_1609,recall_fmri,3.2.4,59.85591794670544,
1,,,,,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.069068957000127,68.14002766799968,None,19.066724846000398,,,,,,,,,,,,,,,,,,,,,,,,,,,,102921,0,2,1,2,1,1,0,20,2021_Oct_29_1609,recall_fmri,3.2.4,59.85591794670544,
2,,,,,0,0,0,0,0,2,2,2,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.13940244999958,None,space,0.6222974009997415,74.13940244999958,None,74.13940244999958,None,74.13940244999958,None,19.708853009999984,20.133344767999915,74.79819743999997,None,74.79819743999997,None,/Users/columbiadpml/Documents/GitHub/ebs/fMRI experiment/psychopy code/data/102921_bk1_recall_fmri_wav/recall_audio-1635538241.785.wav,0.013117816799422144,None,space,0.38040501799969206,74.79819743999997,None,74.79819743999997,None,,,102921,0,2,1,2,1,1,0,20,2021_Oct_29_1609,recall_fmri,3.2.4,59.85591794670544,
2,,,,,0,0,0,0,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.136489746000734,75.2063795009999,None,26.1328793950006,,,,,,,,,,,,,,,,,,,,,,,,,,,,102921,0,2,1,2,1,1,0,20,2021_Oct_29_1609,recall_fmri,3.2.4,59.85591794670544,
3,,,,,0,0,0,0,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.13623930400081,81.20643465899957,81.20643465899957,32.133315857000525,,,,,,,,,,,,,,,,,,,,,,,,,,,,102921,0,2,1,2,1,1,0,20,2021_Oct_29_1609,recall_fmri,3.2.4,59.85591794670544,
4,,,,,0,0,0,0,0,4,4,4,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.20661485499932,None,space,0.5099522999998953,87.20661485499932,None,87.20661485499932,None,87.20661485499932,None,32.67626359299993,33.2326451630006,87.76465689299948,None,87.76465689299948,None,/Users/columbiadpml/Documents/GitHub/ebs/fMRI experiment/psychopy code/data/102921_bk1_recall_fmri_wav/recall_audio-1635538254.753.wav,0.012409314799697313,None,space,0.5144146699994963,87.76465689299948,None,87.76465689299948,None,,,102921,0,2,1,2,1,1,0,20,2021_Oct_29_1609,recall_fmri,3.2.4,59.85591794670544,
4,,,,,0,0,0,0,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.236973826000394,88.30591947999983,None,39.233155891000024,,,,,,,,,,,,,,,,,,,,,,,,,,,,102921,0,2,1,2,1,1,0,20,2021_Oct_29_1609,recall_fmri,3.2.4,59.85591794670544,
5,,,,,0,0,0,0,0,5,5,5,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.31424097099989,None,space,0.5497078390008028,94.31424097099989,None,94.31424097099989,None,94.31424097099989,None,39.817549228000644,40.75016923700059,94.90702969299946,None,94.90702969299946,None,/Users/columbiadpml/Documents/GitHub/ebs/fMRI experiment/psychopy code/data/102921_bk1_recall_fmri_wav/recall_audio-1635538261.895.wav,0.012614411800313974,None,space,0.8969532609999078,94.90702969299946,None,94.90702969299946,None,,,102921,0,2,1,2,1,1,0,20,2021_Oct_29_1609,recall_fmri,3.2.4,59.85591794670544,
5,,,,,0,0,0,0,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.75445563700032,95.8227671629993,None,46.749214360000224,,,,,,,,,,,,,,,,,,,,,,,,,,,,102921,0,2,1,2,1,1,0,20,2021_Oct_29_1609,recall_fmri,3.2.4,59.85591794670544,
6,,,,,0,0,0,0,0,6,6,6,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.82332288299949,None,2,3.9516237660000115,101.82332288299949,None,101.82332288299949,None,101.82332288299949,None,50.73467511000035,73.96642253600021,105.81425347899949,None,105.81425347899949,None,/Users/columbiadpml/Documents/GitHub/ebs/fMRI experiment/psychopy code/data/102921_bk1_recall_fmri_wav/recall_audio-1635538272.809.wav,0.015077389799444063,None,space,23.1934654279994,105.81425347899949,None,105.81425347899949,None,,,102921,0,2,1,2,1,1,0,20,2021_Oct_29_1609,recall_fmri,3.2.4,59.85591794670544,
6,,,,,0,0,0,0,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.97033219600053,129.0401543299995,None,79.97337224000057,,,,,,,,,,,,,,,,,,,,,,,,,,,,102921,0,2,1,2,1,1,0,20,2021_Oct_29_1609,recall_fmri,3.2.4,59.85591794670544,
7,,,,,0,0,0,0,0,7,7,7,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135.0392445839998,None,2,2.6918536989996937,135.0392445839998,None,135.0392445839998,None,135.0392445839998,None,82.68341912200049,161.53977472099996,137.77333455699954,None,137.77333455699954,None,/Users/columbiadpml/Documents/GitHub/ebs/fMRI experiment/psychopy code/data/102921_bk1_recall_fmri_wav/recall_audio-1635538304.760.wav,0.013525878800464852,None,2,78.82175060499958,137.77333455699954,None,137.77333455699954,None,,,102921,0,2,1,2,1,1,0,20,2021_Oct_29_1609,recall_fmri,3.2.4,59.85591794670544,
7,,,,,0,0,0,0,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,161.54436141000042,216.6124012169994,None,167.54893278000054,,,,,,,,,,,,,,,,,,,,,,,,,,,,102921,0,2,1,2,1,1,0,20,2021_Oct_29_1609,recall_fmri,3.2.4,59.85591794670544,
