count,behav_recall_instructions.thisRepN,behav_recall_instructions.thisTrialN,behav_recall_instructions.thisN,behav_recall_instructions.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_20.thisRepN,trials_20.thisTrialN,trials_20.thisN,trials_20.thisIndex,trials_18.thisRepN,trials_18.thisTrialN,trials_18.thisN,trials_18.thisIndex,trials_19.thisRepN,trials_19.thisTrialN,trials_19.thisN,trials_19.thisIndex,trials_8.thisRepN,trials_8.thisTrialN,trials_8.thisN,trials_8.thisIndex,story_list_block2,action_list_block2,text_76.started,text_76.stopped,key_resp_30.keys,key_resp_30.rt,key_resp_30.started,key_resp_30.stopped,textTrigger.started,textTrigger.stopped,getTrigger.keys,getTrigger.rt,getTrigger.started,getTrigger.stopped,triggerTime,text_77.started,text_77.stopped,text_78.started,text_78.stopped,waitStart,image_23.started,image_23.stopped,waitEnd,text_41.started,text_41.stopped,key_resp_26.keys,key_resp_26.rt,key_resp_26.started,key_resp_26.stopped,text_42.started,text_42.stopped,text_51.started,text_51.stopped,recall_StartTime,recall_EndTime,image_20.started,image_20.stopped,text_75.started,text_75.stopped,recall_audio_2.filename,recall_audio_2.started,recall_audio_2.stopped,key_resp_27.keys,key_resp_27.rt,key_resp_27.started,key_resp_27.stopped,text_79.started,text_79.stopped,text_36.started,text_36.stopped,participant,sA,sB,lA,lB,block_struct,block,behavioral,random_seed,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[21 43 23 34 41 32 12 14],[4 2 2 1 4 3 3 1],11.17282589000024,None,space,2.5118550119996144,11.17282589000024,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102921,0,2,1,2,1,2,0,20,2021_Oct_29_1614,recall_fmri,3.2.4,60.053298383336816,
0,,,,,,,,,0,0,0,0,0,0,0,0,,,,,0,0,0,0,,,,,,,,,,,,,13.706191662000492,None,equal,26.7527467179998,13.706191662000492,None,29.317157855000005,13.706191662000492,None,13.706191662000492,None,0.00033830800020950846,40.48991946499973,None,5.999635367999872,46.49427762600044,None,2,1.803720975000033,46.49427762600044,None,46.49427762600044,None,46.49427762600044,None,7.834054748999733,74.89990847099943,48.394561543000236,None,48.394561543000236,None,/Users/columbiadpml/Documents/GitHub/ebs/fMRI experiment/psychopy code/data/102921_bk2_recall_fmri_wav/recall_audio_2-1635538512.382.wav,0.007838043498850311,None,2,66.97543038599997,48.394561543000236,None,48.394561543000236,None,,,102921,0,2,1,2,1,2,0,20,2021_Oct_29_1614,recall_fmri,3.2.4,60.053298383336816,
0,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.90330053199978,115.38922234900019,None,80.90321904199936,,,,,,,,,,,,,,,,,,,,,,,,,,,,102921,0,2,1,2,1,2,0,20,2021_Oct_29_1614,recall_fmri,3.2.4,60.053298383336816,
1,,,,,,,,,0,0,0,0,0,1,1,1,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,121.3901633860005,None,2,1.7808028350000313,121.3901633860005,None,121.3901633860005,None,121.3901633860005,None,82.7009890219997,148.56698956899982,123.20643665900025,None,123.20643665900025,None,/Users/columbiadpml/Documents/GitHub/ebs/fMRI experiment/psychopy code/data/102921_bk2_recall_fmri_wav/recall_audio_2-1635538586.194.wav,0.012413011800163076,None,2,65.82558488199993,123.20643665900025,None,123.20643665900025,None,,,102921,0,2,1,2,1,2,0,20,2021_Oct_29_1614,recall_fmri,3.2.4,60.053298383336816,
1,,,,,,,,,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148.56985510599952,189.0565876970004,None,154.56719797799997,,,,,,,,,,,,,,,,,,,,,,,,,,,,102921,0,2,1,2,1,2,0,20,2021_Oct_29_1614,recall_fmri,3.2.4,60.053298383336816,
2,,,,,,,,,0,0,0,0,0,2,2,2,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,195.05641108600048,None,2,1.2894932839999456,195.05641108600048,None,195.05641108600048,None,195.05641108600048,None,155.88489635899987,314.11662152200006,196.38987509300023,None,196.38987509300023,None,/Users/columbiadpml/Documents/GitHub/ebs/fMRI experiment/psychopy code/data/102921_bk2_recall_fmri_wav/recall_audio_2-1635538660.375.wav,0.015801438800735923,None,2,158.18501750399992,196.38987509300023,None,196.38987509300023,None,,,102921,0,2,1,2,1,2,0,20,2021_Oct_29_1614,recall_fmri,3.2.4,60.053298383336816,
2,,,,,,,,,0,0,0,0,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,314.11997035900004,354.60709567200047,None,320.11730754400014,,,,,,,,,,,,,,,,,,,,,,,,,,,,102921,0,2,1,2,1,2,0,20,2021_Oct_29_1614,recall_fmri,3.2.4,60.053298383336816,
3,,,,,,,,,0,0,0,0,0,3,3,3,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,360.606222116,None,2,0.934657695000169,360.606222116,None,360.606222116,None,360.606222116,None,321.08500558499964,385.1994429739998,361.58949458200004,None,361.58949458200004,None,/Users/columbiadpml/Documents/GitHub/ebs/fMRI experiment/psychopy code/data/102921_bk2_recall_fmri_wav/recall_audio_2-1635538825.578.wav,0.012480064800001855,None,2,64.07239754799957,361.58949458200004,None,361.58949458200004,None,,,102921,0,2,1,2,1,2,0,20,2021_Oct_29_1614,recall_fmri,3.2.4,60.053298383336816,
3,,,,,,,,,0,0,0,0,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,385.20328294799947,425.6891737369997,None,391.1996332179997,,,,,,,,,,,,,,,,,,,,,,,,,,,,102921,0,2,1,2,1,2,0,20,2021_Oct_29_1614,recall_fmri,3.2.4,60.053298383336816,
4,,,,,,,,,0,0,0,0,0,4,4,4,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,431.68918367900005,None,2,1.4068268380005975,431.68918367900005,None,431.68918367900005,None,431.68918367900005,None,392.6340758810002,465.6504845919999,433.1395720390001,None,433.1395720390001,None,/Users/columbiadpml/Documents/GitHub/ebs/fMRI experiment/psychopy code/data/102921_bk2_recall_fmri_wav/recall_audio_2-1635538896.126.wav,0.013773826800388633,None,2,72.97950984999989,433.1395720390001,None,433.1395720390001,None,,,102921,0,2,1,2,1,2,0,20,2021_Oct_29_1614,recall_fmri,3.2.4,60.053298383336816,
4,,,,,,,,,0,0,0,0,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,465.65396654399956,506.1404670130005,None,471.6510598369996,,,,,,,,,,,,,,,,,,,,,,,,,,,,102921,0,2,1,2,1,2,0,20,2021_Oct_29_1614,recall_fmri,3.2.4,60.053298383336816,
5,,,,,,,,,0,0,0,0,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,471.65469265699994,512.1397664320002,512.1397664320002,477.65111369199985,,,,,,,,,,,,,,,,,,,,,,,,,,,,102921,0,2,1,2,1,2,0,20,2021_Oct_29_1614,recall_fmri,3.2.4,60.053298383336816,
6,,,,,,,,,0,0,0,0,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,477.654248844,518.1401097799999,518.1401097799999,483.65013317899957,,,,,,,,,,,,,,,,,,,,,,,,,,,,102921,0,2,1,2,1,2,0,20,2021_Oct_29_1614,recall_fmri,3.2.4,60.053298383336816,
