count,behav_recall_instructions.thisRepN,behav_recall_instructions.thisTrialN,behav_recall_instructions.thisN,behav_recall_instructions.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,trials_13.thisRepN,trials_13.thisTrialN,trials_13.thisN,trials_13.thisIndex,trials_17.thisRepN,trials_17.thisTrialN,trials_17.thisN,trials_17.thisIndex,story_list_block1,action_list_block1,text_76.started,text_76.stopped,key_resp_30.keys,key_resp_30.rt,key_resp_30.started,key_resp_30.stopped,textTrigger.started,textTrigger.stopped,getTrigger.keys,getTrigger.rt,getTrigger.started,getTrigger.stopped,triggerTime,text_77.started,text_77.stopped,text_78.started,text_78.stopped,waitStart,image_23.started,image_23.stopped,waitEnd,text_41.started,text_41.stopped,key_resp_26.keys,key_resp_26.rt,key_resp_26.started,key_resp_26.stopped,text_42.started,text_42.stopped,text_51.started,text_51.stopped,recall_StartTime,recall_EndTime,image_18.started,image_18.stopped,text_69.started,text_69.stopped,recall_audio.filename,recall_audio.started,recall_audio.stopped,key_resp_25.keys,key_resp_25.rt,key_resp_25.started,key_resp_25.stopped,text_80.started,text_80.stopped,participant,sA,sB,lA,lB,block_struct,block,behavioral,random_seed,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,[44 31 13 42 33 22 24 11],[3 1 2 1 3 4 2 4],72.370132905,None,space,45.15237113400000,72.370132905,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82021,2,3,2,3,1,1,0,72,2021_Aug_20_1340,recall_fmri,3.2.4,59.675882142611200,
0,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,117.556206373,None,equal,22.819992516000000,117.556206373,None,68.043109012,117.556206373,None,117.556206373,None,6.0239846739999900,146.42213280700000,146.42213280700000,12.016302698000000,,,,,,,,,,,,,,,,,,,,,,,,,,82021,2,3,2,3,1,1,0,72,2021_Aug_20_1340,recall_fmri,3.2.4,59.675882142611200,
1,,,,,0,0,0,0,0,1,1,1,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,152.423337795,None,2,1.8598015049999800,152.423337795,None,152.423337795,None,152.423337795,None,13.900609512000000,128.210696934,154.40238035100000,None,154.40238035100000,None,/Users/columbiadpml/Documents/GitHub/ebs/fMRI experiment/psychopy code/data/082021_bk1_recall_fmri_wav/recall_audio-1629481302.384.wav,0.006593071200057920,None,2,114.18377306700000,154.40238035100000,None,154.40238035100000,None,82021,2,3,2,3,1,1,0,72,2021_Aug_20_1340,recall_fmri,3.2.4,59.675882142611200,
1,,,,,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,128.21359905000000,268.616835517,None,134.21572419200000,,,,,,,,,,,,,,,,,,,,,,,,,,82021,2,3,2,3,1,1,0,72,2021_Aug_20_1340,recall_fmri,3.2.4,59.675882142611200,
2,,,,,0,0,0,0,0,2,2,2,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,274.623771667,None,2,1.7155232140000300,274.623771667,None,274.623771667,None,274.623771667,None,135.962045892,231.842696688,276.383104994,None,276.383104994,None,/Users/columbiadpml/Documents/GitHub/ebs/fMRI experiment/psychopy code/data/082021_bk1_recall_fmri_wav/recall_audio-1629481424.374.wav,0.01027340639996060,None,2,95.84306618100000,276.383104994,None,276.383104994,None,82021,2,3,2,3,1,1,0,72,2021_Aug_20_1340,recall_fmri,3.2.4,59.675882142611200,
2,,,,,0,0,0,0,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,231.84651621300000,372.24901697,None,237.849375243,,,,,,,,,,,,,,,,,,,,,,,,,,82021,2,3,2,3,1,1,0,72,2021_Aug_20_1340,recall_fmri,3.2.4,59.675882142611200,
3,,,,,0,0,0,0,0,3,3,3,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,378.265844897,None,2,2.1552418290000300,378.265844897,None,378.265844897,None,378.265844897,None,240.03386271100000,341.933270466,380.456340962,None,380.456340962,None,/Users/columbiadpml/Documents/GitHub/ebs/fMRI experiment/psychopy code/data/082021_bk1_recall_fmri_wav/recall_audio-1629481528.444.wav,0.012424608400010600,None,2,101.85886610400000,380.456340962,None,380.456340962,None,82021,2,3,2,3,1,1,0,72,2021_Aug_20_1340,recall_fmri,3.2.4,59.675882142611200,
3,,,,,0,0,0,0,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,341.93753521600000,482.339944223,None,347.93305883700000,,,,,,,,,,,,,,,,,,,,,,,,,,82021,2,3,2,3,1,1,0,72,2021_Aug_20_1340,recall_fmri,3.2.4,59.675882142611200,
4,,,,,0,0,0,0,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,347.936455601,488.34761042900000,488.34761042900000,353.95687351400000,,,,,,,,,,,,,,,,,,,,,,,,,,82021,2,3,2,3,1,1,0,72,2021_Aug_20_1340,recall_fmri,3.2.4,59.675882142611200,
5,,,,,0,0,0,0,0,5,5,5,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,494.364557377,None,2,1.49847347299999,494.364557377,None,494.364557377,None,494.364557377,None,355.475434142,476.49986833300000,495.897405426,None,495.897405426,None,/Users/columbiadpml/Documents/GitHub/ebs/fMRI experiment/psychopy code/data/082021_bk1_recall_fmri_wav/recall_audio-1629481644.886.wav,0.011930758399898900,None,2,120.97763442000000,495.897405426,None,495.897405426,None,82021,2,3,2,3,1,1,0,72,2021_Aug_20_1340,recall_fmri,3.2.4,59.675882142611200,
5,,,,,0,0,0,0,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,476.506202193,616.906939445,None,482.50025018700000,,,,,,,,,,,,,,,,,,,,,,,,,,82021,2,3,2,3,1,1,0,72,2021_Aug_20_1340,recall_fmri,3.2.4,59.675882142611200,
6,,,,,0,0,0,0,0,6,6,6,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,622.906916306,None,2,1.2181459400000000,622.906916306,None,622.906916306,None,622.906916306,None,483.756438255,570.9332636260000,624.173273278,None,624.173273278,None,/Users/columbiadpml/Documents/GitHub/ebs/fMRI experiment/psychopy code/data/082021_bk1_recall_fmri_wav/recall_audio-1629481772.166.wav,0.012848694399963300,None,2,87.14387510800000,624.173273278,None,624.173273278,None,82021,2,3,2,3,1,1,0,72,2021_Aug_20_1340,recall_fmri,3.2.4,59.675882142611200,
