count,behav_recall_instructions.thisRepN,behav_recall_instructions.thisTrialN,behav_recall_instructions.thisN,behav_recall_instructions.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,trials_13.thisRepN,trials_13.thisTrialN,trials_13.thisN,trials_13.thisIndex,trials_17.thisRepN,trials_17.thisTrialN,trials_17.thisN,trials_17.thisIndex,story_list_block1,action_list_block1,text_76.started,text_76.stopped,key_resp_30.keys,key_resp_30.rt,key_resp_30.started,key_resp_30.stopped,textTrigger.started,textTrigger.stopped,getTrigger.keys,getTrigger.rt,getTrigger.started,getTrigger.stopped,triggerTime,text_77.started,text_77.stopped,text_78.started,text_78.stopped,waitStart,image_23.started,image_23.stopped,waitEnd,text_41.started,text_41.stopped,key_resp_26.keys,key_resp_26.rt,key_resp_26.started,key_resp_26.stopped,text_42.started,text_42.stopped,text_51.started,text_51.stopped,recall_StartTime,recall_EndTime,image_18.started,image_18.stopped,text_69.started,text_69.stopped,recall_audio.filename,recall_audio.started,recall_audio.stopped,key_resp_25.keys,key_resp_25.rt,key_resp_25.started,key_resp_25.stopped,text_80.started,text_80.stopped,participant,sA,sB,lA,lB,block_struct,block,behavioral,random_seed,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,[24 13 22 11 31 42 44 33],[2 1 4 3 2 1 3 4],11.991541907999800,None,space,74.987963046,11.991541907999800,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110821,0,3,0,3,1,1,0,30,2021_Nov_08_1211,recall_fmri,3.2.4,60.134251641118600,
0,,,,,0,0,0,0,0,0,0,0,,,,,0,0,0,0,,,,,,,,,87.0101097429997,None,equal,24.018460586999900,87.0101097429997,None,99.07749594500000,87.0101097429997,None,87.0101097429997,None,0.0003678979992400860,111.06132084200000,None,5.999395779999760,117.07446950399900,None,2,2.4232481170001800,117.07446950399900,None,117.07446950399900,None,117.07446950399900,None,8.467612421999550,88.93256408499930,119.60708476700000,None,119.60708476700000,None,/Users/columbiadpml/Documents/GitHub/ebs/fMRI experiment/psychopy code/data/110821_bk1_recall_fmri_wav/recall_audio-1636391586.589.wav,0.00590091900085099,None,2,80.36952199499960,119.60708476700000,None,119.60708476700000,None,110821,0,3,0,3,1,1,0,30,2021_Nov_08_1211,recall_fmri,3.2.4,60.134251641118600,
0,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.93552933899990,199.9942471560000,None,94.9331403999995,,,,,,,,,,,,,,,,,,,,,,,,,,110821,0,3,0,3,1,1,0,30,2021_Nov_08_1211,recall_fmri,3.2.4,60.134251641118600,
1,,,,,0,0,0,0,0,1,1,1,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,206.00642389399900,None,3,2.869326879000260,206.00642389399900,None,206.00642389399900,None,206.00642389399900,None,97.8333989039993,212.6932533830000,208.90590682100000,None,208.90590682100000,None,/Users/columbiadpml/Documents/GitHub/ebs/fMRI experiment/psychopy code/data/110821_bk1_recall_fmri_wav/recall_audio-1636391675.900.wav,0.011446162000538600,None,2,114.81567482400000,208.90590682100000,None,208.90590682100000,None,110821,0,3,0,3,1,1,0,30,2021_Nov_08_1211,recall_fmri,3.2.4,60.134251641118600,
1,,,,,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,212.69721559199900,323.75417792500000,None,218.69940781400000,,,,,,,,,,,,,,,,,,,,,,,,,,110821,0,3,0,3,1,1,0,30,2021_Nov_08_1211,recall_fmri,3.2.4,60.134251641118600,
2,,,,,0,0,0,0,0,2,2,2,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,329.76173901399900,None,3,3.24599151899929,329.76173901399900,None,329.76173901399900,None,329.76173901399900,None,221.977217054,375.61586112499900,333.05487599300000,None,333.05487599300000,None,/Users/columbiadpml/Documents/GitHub/ebs/fMRI experiment/psychopy code/data/110821_bk1_recall_fmri_wav/recall_audio-1636391799.043.wav,0.011349452000104100,None,2,153.59070756000000,333.05487599300000,None,333.05487599300000,None,110821,0,3,0,3,1,1,0,30,2021_Nov_08_1211,recall_fmri,3.2.4,60.134251641118600,
2,,,,,0,0,0,0,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,375.61965646500000,486.6780691440000,None,381.62388939099900,,,,,,,,,,,,,,,,,,,,,,,,,,110821,0,3,0,3,1,1,0,30,2021_Nov_08_1211,recall_fmri,3.2.4,60.134251641118600,
3,,,,,0,0,0,0,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,381.6268699360000,492.6781920400000,None,387.6238052490000,,,,,,,,,,,,,,,,,,,,,,,,,,110821,0,3,0,3,1,1,0,30,2021_Nov_08_1211,recall_fmri,3.2.4,60.134251641118600,
4,,,,,0,0,0,0,0,4,4,4,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,498.6852115830000,None,2,3.76144966100037,498.6852115830000,None,498.6852115830000,None,498.6852115830000,None,391.40820214000000,555.1831421399990,502.48589615999900,None,502.48589615999900,None,/Users/columbiadpml/Documents/GitHub/ebs/fMRI experiment/psychopy code/data/110821_bk1_recall_fmri_wav/recall_audio-1636391968.473.wav,0.01233807100015840,None,2,163.73075870200000,502.48589615999900,None,502.48589615999900,None,110821,0,3,0,3,1,1,0,30,2021_Nov_08_1211,recall_fmri,3.2.4,60.134251641118600,
4,,,,,0,0,0,0,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,555.1871992900000,666.245090468,None,561.18817984,,,,,,,,,,,,,,,,,,,,,,,,,,110821,0,3,0,3,1,1,0,30,2021_Nov_08_1211,recall_fmri,3.2.4,60.134251641118600,
