count,behav_recall_instructions.thisRepN,behav_recall_instructions.thisTrialN,behav_recall_instructions.thisN,behav_recall_instructions.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_20.thisRepN,trials_20.thisTrialN,trials_20.thisN,trials_20.thisIndex,trials_18.thisRepN,trials_18.thisTrialN,trials_18.thisN,trials_18.thisIndex,trials_19.thisRepN,trials_19.thisTrialN,trials_19.thisN,trials_19.thisIndex,trials_8.thisRepN,trials_8.thisTrialN,trials_8.thisN,trials_8.thisIndex,story_list_block2,action_list_block2,text_76.started,text_76.stopped,key_resp_30.keys,key_resp_30.rt,key_resp_30.started,key_resp_30.stopped,textTrigger.started,textTrigger.stopped,getTrigger.keys,getTrigger.rt,getTrigger.started,getTrigger.stopped,triggerTime,text_77.started,text_77.stopped,text_78.started,text_78.stopped,text_81.started,text_81.stopped,text_82.started,text_82.stopped,waitStart,image_23.started,image_23.stopped,waitEnd,text_41.started,text_41.stopped,key_resp_26.keys,key_resp_26.rt,key_resp_26.started,key_resp_26.stopped,text_42.started,text_42.stopped,text_51.started,text_51.stopped,recall_StartTime,recall_EndTime,image_20.started,image_20.stopped,text_75.started,text_75.stopped,recall_audio_2.filename,recall_audio_2.started,recall_audio_2.stopped,key_resp_27.keys,key_resp_27.rt,key_resp_27.started,key_resp_27.stopped,text_79.started,text_79.stopped,text_36.started,text_36.stopped,participant,sA,sB,lA,lB,block_struct,block,behavioral,random_seed,part,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[41 43 23 14 34 21 12 32],[1 3 2 1 4 4 3 2],13.153380226000081,None,space,0.4317184940000516,13.153380226000081,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,032822,0,3,1,2,1,2,0,32,1,2022_Mar_28_1110,recall_fmri,3.2.4,60.22945095967933,
0,,,,,,,,,0,0,0,0,0,0,0,0,,,,,0,0,0,0,,,,,,,,,,,,,13.605149770000025,None,equal,29.922016057999826,13.605149770000025,None,30.400406886999917,13.605149770000025,None,13.605149770000025,None,13.605149770000025,None,13.605149770000025,None,0.00077759000032529,43.5556676490005,None,5.999794559000293,49.57009972300057,None,1,1.2100864699996237,49.57009972300057,None,49.57009972300057,None,49.57009972300057,None,7.251200228000016,119.15049679599997,50.88675509300083,None,50.88675509300083,None,/Users/columbiadpml/Documents/GitHub/ebs/fMRI experiment/psychopy code/data/032822_bk2_pt1_recall_fmri_wav/recall_audio_2-1648480270.864.wav,0.00873531650086079,None,1,111.80232554600025,50.88675509300083,None,50.88675509300083,None,,,032822,0,3,1,2,1,2,0,32,1,2022_Mar_28_1110,recall_fmri,3.2.4,60.22945095967933,
0,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119.15381691000039,162.70601734499996,None,125.15011427700028,,,,,,,,,,,,,,,,,,,,,,,,,,,,032822,0,3,1,2,1,2,0,32,1,2022_Mar_28_1110,recall_fmri,3.2.4,60.22945095967933,
1,,,,,,,,,0,0,0,0,0,1,1,1,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,168.70606989700082,None,1,2.0550670740003625,168.70606989700082,None,168.70606989700082,None,168.70606989700082,None,127.23434468600044,257.6778548130005,170.80136651400062,None,170.80136651400062,None,/Users/columbiadpml/Documents/GitHub/ebs/fMRI experiment/psychopy code/data/032822_bk2_pt1_recall_fmri_wav/recall_audio_2-1648480390.792.wav,0.013499269200110575,None,1,130.39468055100042,170.80136651400062,None,170.80136651400062,None,,,032822,0,3,1,2,1,2,0,32,1,2022_Mar_28_1110,recall_fmri,3.2.4,60.22945095967933,
1,,,,,,,,,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,257.6813472929998,301.2332452870005,None,263.68286682600046,,,,,,,,,,,,,,,,,,,,,,,,,,,,032822,0,3,1,2,1,2,0,32,1,2022_Mar_28_1110,recall_fmri,3.2.4,60.22945095967933,
2,,,,,,,,,0,0,0,0,0,2,2,2,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,307.23913995100065,None,1,1.8300300060000154,307.23913995100065,None,307.23913995100065,None,307.23913995100065,None,265.5453506310005,350.56740263899974,309.11707419400045,None,309.11707419400045,None,/Users/columbiadpml/Documents/GitHub/ebs/fMRI experiment/psychopy code/data/032822_bk2_pt1_recall_fmri_wav/recall_audio_2-1648480528.104.wav,0.012699106199761445,None,1,84.97711077900021,309.11707419400045,None,309.11707419400045,None,,,032822,0,3,1,2,1,2,0,32,1,2022_Mar_28_1110,recall_fmri,3.2.4,60.22945095967933,
2,,,,,,,,,0,0,0,0,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,350.57160584099984,394.13184936000016,None,356.5838569100006,,,,,,,,,,,,,,,,,,,,,,,,,,,,032822,0,3,1,2,1,2,0,32,1,2022_Mar_28_1110,recall_fmri,3.2.4,60.22945095967933,
,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,032822,0,3,1,2,1,2,0,32,1,2022_Mar_28_1110,recall_fmri,3.2.4,60.22945095967933,
,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,400.13922697900034,None,032822,0,3,1,2,1,2,0,32,1,2022_Mar_28_1110,recall_fmri,3.2.4,60.22945095967933,
,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,400.64906646300005,None,032822,0,3,1,2,1,2,0,32,1,2022_Mar_28_1110,recall_fmri,3.2.4,60.22945095967933,
,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,401.13924030400085,None,032822,0,3,1,2,1,2,0,32,1,2022_Mar_28_1110,recall_fmri,3.2.4,60.22945095967933,
,,,,,,,,,,,,,,,,,,,,,,,,,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,401.63963985900045,None,032822,0,3,1,2,1,2,0,32,1,2022_Mar_28_1110,recall_fmri,3.2.4,60.22945095967933,
,,,,,,,,,,,,,,,,,,,,,,,,,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,402.1392988000007,None,032822,0,3,1,2,1,2,0,32,1,2022_Mar_28_1110,recall_fmri,3.2.4,60.22945095967933,
