count,behav_recall_instructions.thisRepN,behav_recall_instructions.thisTrialN,behav_recall_instructions.thisN,behav_recall_instructions.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_20.thisRepN,trials_20.thisTrialN,trials_20.thisN,trials_20.thisIndex,trials_18.thisRepN,trials_18.thisTrialN,trials_18.thisN,trials_18.thisIndex,trials_19.thisRepN,trials_19.thisTrialN,trials_19.thisN,trials_19.thisIndex,story_list_block2,action_list_block2,text_76.started,text_76.stopped,key_resp_30.keys,key_resp_30.rt,key_resp_30.started,key_resp_30.stopped,textTrigger.started,textTrigger.stopped,getTrigger.keys,getTrigger.rt,getTrigger.started,getTrigger.stopped,triggerTime,text_77.started,text_77.stopped,text_78.started,text_78.stopped,text_81.started,text_81.stopped,text_82.started,text_82.stopped,waitStart,image_23.started,image_23.stopped,waitEnd,text_41.started,text_41.stopped,key_resp_26.keys,key_resp_26.rt,key_resp_26.started,key_resp_26.stopped,text_42.started,text_42.stopped,text_51.started,text_51.stopped,recall_StartTime,recall_EndTime,image_20.started,image_20.stopped,text_75.started,text_75.stopped,recall_audio_2.filename,recall_audio_2.started,recall_audio_2.stopped,key_resp_27.keys,key_resp_27.rt,key_resp_27.started,key_resp_27.stopped,text_79.started,text_79.stopped,participant,sA,sB,lA,lB,block_struct,block,behavioral,random_seed,part,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,[41 43 23 14 34 21 12 32],[1 3 2 1 4 4 3 2],11.699201700999765,None,space,3.6744428470001367,11.699201700999765,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,032822,0,3,1,2,1,2,0,32,2,2022_Mar_28_1118,recall_fmri,3.2.4,59.87994155542041,
3,,,,,,,,,0,0,0,0,0,0,0,0,,,,,0,0,0,0,,,,,,,,,15.390929393999613,None,equal,22.281966831999853,15.390929393999613,None,25.985581332000038,15.390929393999613,None,15.390929393999613,None,15.390929393999613,None,15.390929393999613,None,0.000664621000396437,37.69160907999958,None,5.999552145000052,43.69936901799974,None,1,1.2124962239995511,43.69936901799974,None,43.69936901799974,None,43.69936901799974,None,7.250274748000265,92.53282696899987,45.01652164999996,None,45.01652164999996,None,/Users/columbiadpml/Documents/GitHub/ebs/fMRI experiment/psychopy code/data/032822_bk2_pt2_recall_fmri_wav/recall_audio_2-1648480719.001.wav,0.006923144000211323,None,1,85.17821039900082,45.01652164999996,None,45.01652164999996,None,032822,0,3,1,2,1,2,0,32,2,2022_Mar_28_1118,recall_fmri,3.2.4,59.87994155542041,
﻿count,behav_recall_instructions.thisRepN,behav_recall_instructions.thisTrialN,behav_recall_instructions.thisN,behav_recall_instructions.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_20.thisRepN,trials_20.thisTrialN,trials_20.thisN,trials_20.thisIndex,trials_18.thisRepN,trials_18.thisTrialN,trials_18.thisN,trials_18.thisIndex,trials_19.thisRepN,trials_19.thisTrialN,trials_19.thisN,trials_19.thisIndex,story_list_block2,action_list_block2,text_76.started,text_76.stopped,key_resp_30.keys,key_resp_30.rt,key_resp_30.started,key_resp_30.stopped,textTrigger.started,textTrigger.stopped,getTrigger.keys,getTrigger.rt,getTrigger.started,getTrigger.stopped,triggerTime,text_77.started,text_77.stopped,text_78.started,text_78.stopped,text_81.started,text_81.stopped,text_82.started,text_82.stopped,waitStart,image_23.started,image_23.stopped,waitEnd,text_41.started,text_41.stopped,key_resp_26.keys,key_resp_26.rt,key_resp_26.started,key_resp_26.stopped,text_42.started,text_42.stopped,text_51.started,text_51.stopped,recall_StartTime,recall_EndTime,image_20.started,image_20.stopped,text_75.started,text_75.stopped,recall_audio_2.filename,recall_audio_2.started,recall_audio_2.stopped,key_resp_27.keys,key_resp_27.rt,key_resp_27.started,key_resp_27.stopped,text_79.started,text_79.stopped,participant,sA,sB,lA,lB,block_struct,block,behavioral,random_seed,part,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,[41 43 23 14 34 21 12 32],[1 3 2 1 4 4 3 2],11.699201700999765,None,space,3.6744428470001367,11.699201700999765,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,032822,0,3,1,2,1,2,0,32,2,2022_Mar_28_1118,recall_fmri,3.2.4,59.87994155542041,
3,,,,,,,,,0,0,0,0,0,0,0,0,,,,,0,0,0,0,,,,,,,,,15.390929393999613,None,equal,22.281966831999853,15.390929393999613,None,25.985581332000038,15.390929393999613,None,15.390929393999613,None,15.390929393999613,None,15.390929393999613,None,0.000664621000396437,37.69160907999958,None,5.999552145000052,43.69936901799974,None,1,1.2124962239995511,43.69936901799974,None,43.69936901799974,None,43.69936901799974,None,7.250274748000265,92.53282696899987,45.01652164999996,None,45.01652164999996,None,/Users/columbiadpml/Documents/GitHub/ebs/fMRI experiment/psychopy code/data/032822_bk2_pt2_recall_fmri_wav/recall_audio_2-1648480719.001.wav,0.006923144000211323,None,1,85.17821039900082,45.01652164999996,None,45.01652164999996,None,032822,0,3,1,2,1,2,0,32,2,2022_Mar_28_1118,recall_fmri,3.2.4,59.87994155542041,
3,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.53565360399989,130.22402044299997,None,98.53303007800059,,,,,,,,,,,,,,,,,,,,,,,,,,032822,0,3,1,2,1,2,0,32,2,2022_Mar_28_1118,recall_fmri,3.2.4,59.87994155542041,
4,,,,,,,,,0,0,0,0,0,1,1,1,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,136.2250465169991,None,1,1.7137105599995266,136.2250465169991,None,136.2250465169991,None,136.2250465169991,None,100.26753630800067,190.38313959399966,137.97510027999942,None,137.97510027999942,None,/Users/columbiadpml/Documents/GitHub/ebs/fMRI experiment/psychopy code/data/032822_bk2_pt2_recall_fmri_wav/recall_audio_2-1648480812.962.wav,0.013034338199759077,None,1,90.07378534499912,137.97510027999942,None,137.97510027999942,None,032822,0,3,1,2,1,2,0,32,2,2022_Mar_28_1118,recall_fmri,3.2.4,59.87994155542041,
﻿count,behav_recall_instructions.thisRepN,behav_recall_instructions.thisTrialN,behav_recall_instructions.thisN,behav_recall_instructions.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_20.thisRepN,trials_20.thisTrialN,trials_20.thisN,trials_20.thisIndex,trials_18.thisRepN,trials_18.thisTrialN,trials_18.thisN,trials_18.thisIndex,trials_19.thisRepN,trials_19.thisTrialN,trials_19.thisN,trials_19.thisIndex,story_list_block2,action_list_block2,text_76.started,text_76.stopped,key_resp_30.keys,key_resp_30.rt,key_resp_30.started,key_resp_30.stopped,textTrigger.started,textTrigger.stopped,getTrigger.keys,getTrigger.rt,getTrigger.started,getTrigger.stopped,triggerTime,text_77.started,text_77.stopped,text_78.started,text_78.stopped,text_81.started,text_81.stopped,text_82.started,text_82.stopped,waitStart,image_23.started,image_23.stopped,waitEnd,text_41.started,text_41.stopped,key_resp_26.keys,key_resp_26.rt,key_resp_26.started,key_resp_26.stopped,text_42.started,text_42.stopped,text_51.started,text_51.stopped,recall_StartTime,recall_EndTime,image_20.started,image_20.stopped,text_75.started,text_75.stopped,recall_audio_2.filename,recall_audio_2.started,recall_audio_2.stopped,key_resp_27.keys,key_resp_27.rt,key_resp_27.started,key_resp_27.stopped,text_79.started,text_79.stopped,participant,sA,sB,lA,lB,block_struct,block,behavioral,random_seed,part,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,[41 43 23 14 34 21 12 32],[1 3 2 1 4 4 3 2],11.699201700999765,None,space,3.6744428470001367,11.699201700999765,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,032822,0,3,1,2,1,2,0,32,2,2022_Mar_28_1118,recall_fmri,3.2.4,59.87994155542041,
