count,behav_recall_instructions.thisRepN,behav_recall_instructions.thisTrialN,behav_recall_instructions.thisN,behav_recall_instructions.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_20.thisRepN,trials_20.thisTrialN,trials_20.thisN,trials_20.thisIndex,trials_18.thisRepN,trials_18.thisTrialN,trials_18.thisN,trials_18.thisIndex,trials_19.thisRepN,trials_19.thisTrialN,trials_19.thisN,trials_19.thisIndex,story_list_block2,action_list_block2,text_76.started,text_76.stopped,key_resp_30.keys,key_resp_30.rt,key_resp_30.started,key_resp_30.stopped,textTrigger.started,textTrigger.stopped,getTrigger.keys,getTrigger.rt,getTrigger.started,getTrigger.stopped,triggerTime,text_77.started,text_77.stopped,text_78.started,text_78.stopped,text_81.started,text_81.stopped,text_82.started,text_82.stopped,waitStart,image_23.started,image_23.stopped,waitEnd,text_41.started,text_41.stopped,key_resp_26.keys,key_resp_26.rt,key_resp_26.started,key_resp_26.stopped,text_42.started,text_42.stopped,text_51.started,text_51.stopped,recall_StartTime,recall_EndTime,image_20.started,image_20.stopped,text_75.started,text_75.stopped,recall_audio_2.filename,recall_audio_2.started,recall_audio_2.stopped,key_resp_27.keys,key_resp_27.rt,key_resp_27.started,key_resp_27.stopped,text_79.started,text_79.stopped,participant,sA,sB,lA,lB,block_struct,block,behavioral,random_seed,part,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,[21 32 23 43 12 34 14 41],[3 2 1 1 2 4 4 3],11.558824767999795,None,space,1.6721219900000506,11.558824767999795,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,022222,1,3,0,1,1,2,0,50,1,2022_Feb_22_1059,recall_fmri,3.2.4,59.93066417705652,
0,,,,,,,,,0,0,0,0,0,0,0,0,,,,,0,0,0,0,,,,,,,,,13.258347275000233,None,equal,27.614855204000378,13.258347275000233,None,29.331912186999944,13.258347275000233,None,13.258347275000233,None,13.258347275000233,None,13.258347275000233,None,0.0007788479997543618,40.892070396000236,None,5.999185185999522,46.90938853500029,None,2,0.7257226049996461,46.90938853500029,None,46.90938853500029,None,46.90938853500029,None,6.767232999999578,102.01602487499986,47.74338759500006,None,47.74338759500006,None,/Users/columbiadpml/Documents/GitHub/ebs/fMRI experiment/psychopy code/data/022222_bk2_pt1_recall_fmri_wav/recall_audio_2-1645545590.719.wav,0.007646468999155331,None,2,95.1458137160007,47.74338759500006,None,47.74338759500006,None,022222,1,3,0,1,1,2,0,50,1,2022_Feb_22_1059,recall_fmri,3.2.4,59.93066417705652,
﻿count,behav_recall_instructions.thisRepN,behav_recall_instructions.thisTrialN,behav_recall_instructions.thisN,behav_recall_instructions.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_20.thisRepN,trials_20.thisTrialN,trials_20.thisN,trials_20.thisIndex,trials_18.thisRepN,trials_18.thisTrialN,trials_18.thisN,trials_18.thisIndex,trials_19.thisRepN,trials_19.thisTrialN,trials_19.thisN,trials_19.thisIndex,story_list_block2,action_list_block2,text_76.started,text_76.stopped,key_resp_30.keys,key_resp_30.rt,key_resp_30.started,key_resp_30.stopped,textTrigger.started,textTrigger.stopped,getTrigger.keys,getTrigger.rt,getTrigger.started,getTrigger.stopped,triggerTime,text_77.started,text_77.stopped,text_78.started,text_78.stopped,text_81.started,text_81.stopped,text_82.started,text_82.stopped,waitStart,image_23.started,image_23.stopped,waitEnd,text_41.started,text_41.stopped,key_resp_26.keys,key_resp_26.rt,key_resp_26.started,key_resp_26.stopped,text_42.started,text_42.stopped,text_51.started,text_51.stopped,recall_StartTime,recall_EndTime,image_20.started,image_20.stopped,text_75.started,text_75.stopped,recall_audio_2.filename,recall_audio_2.started,recall_audio_2.stopped,key_resp_27.keys,key_resp_27.rt,key_resp_27.started,key_resp_27.stopped,text_79.started,text_79.stopped,participant,sA,sB,lA,lB,block_struct,block,behavioral,random_seed,part,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,[21 32 23 43 12 34 14 41],[3 2 1 1 2 4 4 3],11.558824767999795,None,space,1.6721219900000506,11.558824767999795,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,022222,1,3,0,1,1,2,0,50,1,2022_Feb_22_1059,recall_fmri,3.2.4,59.93066417705652,
0,,,,,,,,,0,0,0,0,0,0,0,0,,,,,0,0,0,0,,,,,,,,,13.258347275000233,None,equal,27.614855204000378,13.258347275000233,None,29.331912186999944,13.258347275000233,None,13.258347275000233,None,13.258347275000233,None,13.258347275000233,None,0.0007788479997543618,40.892070396000236,None,5.999185185999522,46.90938853500029,None,2,0.7257226049996461,46.90938853500029,None,46.90938853500029,None,46.90938853500029,None,6.767232999999578,102.01602487499986,47.74338759500006,None,47.74338759500006,None,/Users/columbiadpml/Documents/GitHub/ebs/fMRI experiment/psychopy code/data/022222_bk2_pt1_recall_fmri_wav/recall_audio_2-1645545590.719.wav,0.007646468999155331,None,2,95.1458137160007,47.74338759500006,None,47.74338759500006,None,022222,1,3,0,1,1,2,0,50,1,2022_Feb_22_1059,recall_fmri,3.2.4,59.93066417705652,
0,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.01887294199969,142.90857943799983,None,108.01592919999985,,,,,,,,,,,,,,,,,,,,,,,,,,022222,1,3,0,1,1,2,0,50,1,2022_Feb_22_1059,recall_fmri,3.2.4,59.93066417705652,
1,,,,,,,,,0,0,0,0,0,1,1,1,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,148.9085507740001,None,2,0.6184965430002194,148.9085507740001,None,148.9085507740001,None,148.9085507740001,None,108.66820680599994,202.350785568,149.5751917460002,None,149.5751917460002,None,/Users/columbiadpml/Documents/GitHub/ebs/fMRI experiment/psychopy code/data/022222_bk2_pt1_recall_fmri_wav/recall_audio_2-1645545692.563.wav,0.013696017998881871,None,2,93.63898093399985,149.5751917460002,None,149.5751917460002,None,022222,1,3,0,1,1,2,0,50,1,2022_Feb_22_1059,recall_fmri,3.2.4,59.93066417705652,
﻿count,behav_recall_instructions.thisRepN,behav_recall_instructions.thisTrialN,behav_recall_instructions.thisN,behav_recall_instructions.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_20.thisRepN,trials_20.thisTrialN,trials_20.thisN,trials_20.thisIndex,trials_18.thisRepN,trials_18.thisTrialN,trials_18.thisN,trials_18.thisIndex,trials_19.thisRepN,trials_19.thisTrialN,trials_19.thisN,trials_19.thisIndex,story_list_block2,action_list_block2,text_76.started,text_76.stopped,key_resp_30.keys,key_resp_30.rt,key_resp_30.started,key_resp_30.stopped,textTrigger.started,textTrigger.stopped,getTrigger.keys,getTrigger.rt,getTrigger.started,getTrigger.stopped,triggerTime,text_77.started,text_77.stopped,text_78.started,text_78.stopped,text_81.started,text_81.stopped,text_82.started,text_82.stopped,waitStart,image_23.started,image_23.stopped,waitEnd,text_41.started,text_41.stopped,key_resp_26.keys,key_resp_26.rt,key_resp_26.started,key_resp_26.stopped,text_42.started,text_42.stopped,text_51.started,text_51.stopped,recall_StartTime,recall_EndTime,image_20.started,image_20.stopped,text_75.started,text_75.stopped,recall_audio_2.filename,recall_audio_2.started,recall_audio_2.stopped,key_resp_27.keys,key_resp_27.rt,key_resp_27.started,key_resp_27.stopped,text_79.started,text_79.stopped,participant,sA,sB,lA,lB,block_struct,block,behavioral,random_seed,part,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,[21 32 23 43 12 34 14 41],[3 2 1 1 2 4 4 3],11.558824767999795,None,space,1.6721219900000506,11.558824767999795,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,022222,1,3,0,1,1,2,0,50,1,2022_Feb_22_1059,recall_fmri,3.2.4,59.93066417705652,
