count,behav_recall_instructions.thisRepN,behav_recall_instructions.thisTrialN,behav_recall_instructions.thisN,behav_recall_instructions.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_20.thisRepN,trials_20.thisTrialN,trials_20.thisN,trials_20.thisIndex,trials_18.thisRepN,trials_18.thisTrialN,trials_18.thisN,trials_18.thisIndex,trials_19.thisRepN,trials_19.thisTrialN,trials_19.thisN,trials_19.thisIndex,trials_8.thisRepN,trials_8.thisTrialN,trials_8.thisN,trials_8.thisIndex,story_list_block2,action_list_block2,text_76.started,text_76.stopped,key_resp_30.keys,key_resp_30.rt,key_resp_30.started,key_resp_30.stopped,textTrigger.started,textTrigger.stopped,getTrigger.keys,getTrigger.rt,getTrigger.started,getTrigger.stopped,triggerTime,text_77.started,text_77.stopped,text_78.started,text_78.stopped,waitStart,image_23.started,image_23.stopped,waitEnd,text_41.started,text_41.stopped,key_resp_26.keys,key_resp_26.rt,key_resp_26.started,key_resp_26.stopped,text_42.started,text_42.stopped,text_51.started,text_51.stopped,recall_StartTime,recall_EndTime,image_20.started,image_20.stopped,text_75.started,text_75.stopped,recall_audio_2.filename,recall_audio_2.started,recall_audio_2.stopped,key_resp_27.keys,key_resp_27.rt,key_resp_27.started,key_resp_27.stopped,text_79.started,text_79.stopped,text_36.started,text_36.stopped,participant,sA,sB,lA,lB,block_struct,block,behavioral,random_seed,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[23 14 41 43 32 12 34 21],[3 2 4 2 1 4 3 1],11.241247660999989,None,space,3.818295075999913,11.241247660999989,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,090321,1,2,2,3,1,2,0,48,2021_Sep_03_1244,recall_fmri,3.2.4,60.260324481295044,
0,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,15.090378565000037,None,equal,24.730900884999983,15.090378565000037,None,28.597047372999896,15.090378565000037,None,15.090378565000037,None,6.023838227999931,45.85802406100015,None,12.016147391000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,090321,1,2,2,3,1,2,0,48,2021_Sep_03_1244,recall_fmri,3.2.4,60.260324481295044,
1,,,,,,,,,0,0,0,0,0,1,1,1,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.8580008240001,None,3,2.077275073999999,51.8580008240001,None,51.8580008240001,None,51.8580008240001,None,14.117136769999888,125.14941771899998,54.05811851800013,None,54.05811851800013,None,/Users/columbiadpml/Documents/GitHub/ebs/fMRI experiment/psychopy code/data/090321_bk2_recall_fmri_wav/recall_audio_2-1630687492.033.wav,0.008703574000037406,None,3,110.91013176000001,54.05811851800013,None,54.05811851800013,None,,,090321,1,2,2,3,1,2,0,48,2021_Sep_03_1244,recall_fmri,3.2.4,60.260324481295044,
1,,,,,,,,,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125.1531490750001,164.99065753000014,None,131.14965881500007,,,,,,,,,,,,,,,,,,,,,,,,,,,,090321,1,2,2,3,1,2,0,48,2021_Sep_03_1244,recall_fmri,3.2.4,60.260324481295044,
2,,,,,,,,,0,0,0,0,0,2,2,2,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,170.99108282300017,None,3,2.6700646879999113,170.99108282300017,None,170.99108282300017,None,170.99108282300017,None,133.85081444499997,239.3835841749999,173.70590864400015,None,173.70590864400015,None,/Users/columbiadpml/Documents/GitHub/ebs/fMRI experiment/psychopy code/data/090321_bk2_recall_fmri_wav/recall_audio_2-1630687612.697.wav,0.010853073999896878,None,3,105.48821967000003,173.70590864400015,None,173.70590864400015,None,,,090321,1,2,2,3,1,2,0,48,2021_Sep_03_1244,recall_fmri,3.2.4,60.260324481295044,
2,,,,,,,,,0,0,0,0,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,239.3870258070001,279.224406198,None,245.38419917800002,,,,,,,,,,,,,,,,,,,,,,,,,,,,090321,1,2,2,3,1,2,0,48,2021_Sep_03_1244,recall_fmri,3.2.4,60.260324481295044,
3,,,,,,,,,0,0,0,0,0,3,3,3,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,285.2243333450001,None,3,2.5369464119999066,285.2243333450001,None,285.2243333450001,None,285.2243333450001,None,247.95199041699993,382.06190728599995,287.8042647440002,None,287.8042647440002,None,/Users/columbiadpml/Documents/GitHub/ebs/fMRI experiment/psychopy code/data/090321_bk2_recall_fmri_wav/recall_audio_2-1630687726.797.wav,0.012324519999992845,None,3,134.07787413999995,287.8042647440002,None,287.8042647440002,None,,,090321,1,2,2,3,1,2,0,48,2021_Sep_03_1244,recall_fmri,3.2.4,60.260324481295044,
3,,,,,,,,,0,0,0,0,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,382.0655702209999,421.9033124700002,None,388.06113097499997,,,,,,,,,,,,,,,,,,,,,,,,,,,,090321,1,2,2,3,1,2,0,48,2021_Sep_03_1244,recall_fmri,3.2.4,60.260324481295044,
4,,,,,,,,,0,0,0,0,0,4,4,4,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,427.90274992700006,None,3,3.2814925530001346,427.90274992700006,None,427.90274992700006,None,427.90274992700006,None,391.36907592800003,501.3110505059999,431.224620213,None,431.224620213,None,/Users/columbiadpml/Documents/GitHub/ebs/fMRI experiment/psychopy code/data/090321_bk2_recall_fmri_wav/recall_audio_2-1630687869.215.wav,0.011618924999993396,None,3,109.88657189199989,431.224620213,None,431.224620213,None,,,090321,1,2,2,3,1,2,0,48,2021_Sep_03_1244,recall_fmri,3.2.4,60.260324481295044,
4,,,,,,,,,0,0,0,0,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,501.3159100360001,541.1516682580002,None,507.31654640600004,,,,,,,,,,,,,,,,,,,,,,,,,,,,090321,1,2,2,3,1,2,0,48,2021_Sep_03_1244,recall_fmri,3.2.4,60.260324481295044,
